mode,section,cluster,count,section_fraction
joint,CRC_003,0,10903,0.06557051702259456
joint,CRC_003,1,4580,0.02754406750100734
joint,CRC_003,2,6169,0.037100295286837184
joint,CRC_003,3,8469,0.05093246892271423
joint,CRC_003,4,837,0.005033708405751779
joint,CRC_003,5,3305,0.019876232115901588
joint,CRC_003,6,3692,0.022203645679851333
joint,CRC_003,7,7060,0.042458759073605204
joint,CRC_003,8,8297,0.049898062894292126
joint,CRC_003,9,7276,0.04375778059767018
joint,CRC_003,10,1913,0.011504760071927304
joint,CRC_003,11,3966,0.023851478539081903
joint,CRC_003,12,4377,0.02632322782792776
joint,CRC_003,13,507,0.003049092188430289
joint,CRC_003,14,4657,0.028007144618382357
joint,CRC_003,15,4555,0.027393717787573896
joint,CRC_003,16,10726,0.06450604105148576
joint,CRC_003,17,28261,0.16996133005370492
joint,CRC_003,18,9729,0.058510094479759925
joint,CRC_003,19,11230,0.06753709127430403
joint,CRC_003,20,1033,0.006212450159069997
joint,CRC_003,21,6697,0.040275681234551566
joint,CRC_003,22,6270,0.03770770812910831
joint,CRC_003,23,10944,0.06581709055262541
joint,CRC_003,24,826,0.004967554531841062
joint,CRC_006,0,17689,0.03965298871316648
joint,CRC_006,1,13005,0.029152983108979028
joint,CRC_006,2,17113,0.03836178392494872
joint,CRC_006,3,15976,0.03581299947320638
joint,CRC_006,4,25485,0.05712908685369708
joint,CRC_006,5,26518,0.05944473710756677
joint,CRC_006,6,11980,0.026855266254945696
joint,CRC_006,7,16872,0.037821540254878445
joint,CRC_006,8,15298,0.03429314383707506
joint,CRC_006,9,10562,0.023676571133951288
joint,CRC_006,10,22517,0.05047579551440837
joint,CRC_006,11,16818,0.03770048980598303
joint,CRC_006,12,21368,0.04790011096291149
joint,CRC_006,13,16003,0.035873524697654084
joint,CRC_006,14,16293,0.03652361044172205
joint,CRC_006,15,16295,0.03652809379168114
joint,CRC_006,16,22375,0.050157477667313016
joint,CRC_006,17,4670,0.010468622154473823
joint,CRC_006,18,17015,0.03814209977695334
joint,CRC_006,19,14375,0.03222407783095529
joint,CRC_006,20,25187,0.056461067709792756
joint,CRC_006,21,18201,0.04080072630269337
joint,CRC_006,22,23081,0.051740100202871585
joint,CRC_006,23,13199,0.029587868055010704
joint,CRC_006,24,28200,0.06321523442316099
