row_index,selected_spot_index,cluster,x,y
0,0,4,236.0,265.0
1,65,7,170.0,208.0
2,85,2,60.0,350.0
3,92,0,114.0,43.0
4,102,5,298.0,154.0
5,131,6,55.0,250.0
6,145,5,270.0,235.0
7,158,4,330.0,242.0
8,174,0,168.0,33.0
9,203,4,292.0,183.0
10,204,6,427.0,235.0
11,214,6,409.0,365.0
12,249,1,138.0,246.0
13,253,2,221.0,127.0
14,256,7,30.0,409.0
15,273,7,126.0,301.0
16,305,8,104.0,499.0
17,351,1,56.0,388.0
18,379,0,94.0,45.0
19,380,1,475.0,374.0
20,394,4,277.0,230.0
21,435,8,334.0,145.0
22,482,2,424.0,322.0
23,488,7,21.0,351.0
24,505,7,285.0,360.0
25,510,3,86.0,304.0
26,513,8,161.0,327.0
27,534,1,308.0,383.0
28,578,2,184.0,176.0
29,627,7,324.0,496.0
30,636,1,96.0,311.0
31,659,3,359.0,296.0
32,668,5,125.0,388.0
33,689,3,15.0,286.0
34,697,8,335.0,286.0
35,702,0,326.0,251.0
36,710,4,182.0,316.0
37,724,1,81.0,391.0
38,731,4,185.0,260.0
39,742,0,97.0,480.0
40,747,6,9.0,305.0
41,755,2,418.0,193.0
42,774,5,122.0,443.0
43,777,7,302.0,452.0
44,781,7,426.0,374.0
45,785,6,179.0,228.0
46,798,2,397.0,304.0
47,803,8,283.0,374.0
48,807,5,195.0,320.0
49,809,1,30.0,374.0
50,817,5,187.0,336.0
51,871,6,466.0,350.0
52,880,0,113.0,388.0
53,890,7,390.0,376.0
54,895,5,215.0,282.0
55,898,5,468.0,212.0
56,905,0,323.0,253.0
57,949,3,302.0,295.0
58,951,2,216.0,189.0
59,961,6,400.0,476.0
60,999,4,162.0,318.0
61,1032,0,225.0,325.0
62,1058,0,97.0,481.0
63,1063,4,236.0,244.0
64,1070,4,104.0,427.0
65,1075,4,287.0,149.0
66,1079,1,144.0,263.0
67,1129,6,403.0,328.0
68,1137,6,355.0,214.0
69,1158,6,456.0,428.0
70,1172,3,390.0,119.0
71,1173,6,270.0,429.0
72,1200,2,156.0,143.0
73,1207,2,129.0,155.0
74,1223,3,55.0,448.0
75,1228,5,172.0,351.0
76,1231,4,132.0,402.0
77,1248,5,350.0,128.0
78,1277,7,193.0,201.0
79,1288,3,68.0,318.0
80,1296,8,251.0,314.0
81,1300,2,26.0,381.0
82,1340,2,366.0,301.0
83,1359,1,354.0,231.0
84,1391,3,492.0,430.0
85,1411,0,185.0,251.0
86,1418,1,111.0,328.0
87,1433,7,414.0,212.0
88,1444,6,333.0,236.0
89,1480,9,119.0,99.0
90,1502,4,302.0,176.0
91,1525,0,106.0,44.0
92,1546,7,136.0,166.0
93,1547,8,146.0,299.0
94,1612,0,139.0,107.0
95,1615,7,172.0,181.0
96,1641,9,394.0,68.0
97,1645,2,429.0,310.0
98,1676,3,260.0,387.0
99,1684,2,371.0,378.0
100,1765,4,306.0,199.0
101,1772,5,171.0,262.0
102,1789,3,69.0,519.0
103,1794,5,373.0,155.0
104,1828,6,448.0,442.0
105,1838,4,323.0,302.0
106,1893,8,301.0,137.0
107,1922,0,128.0,49.0
108,1926,8,99.0,47.0
109,1952,2,50.0,334.0
110,1956,6,366.0,347.0
111,1978,8,414.0,275.0
112,1982,5,199.0,277.0
113,1989,4,311.0,215.0
114,1998,6,468.0,414.0
115,2000,2,460.0,330.0
116,2013,1,118.0,388.0
117,2035,1,143.0,182.0
118,2052,4,325.0,239.0
119,2076,1,442.0,231.0
120,2127,4,327.0,158.0
121,2199,9,234.0,340.0
122,2224,6,58.0,542.0
123,2235,5,345.0,95.0
124,2236,4,304.0,210.0
125,2251,6,317.0,391.0
126,2288,6,490.0,300.0
127,2296,8,144.0,304.0
128,2301,3,137.0,468.0
129,2304,1,155.0,481.0
130,2311,3,447.0,320.0
131,2355,6,151.0,124.0
132,2406,1,31.0,333.0
133,2410,3,405.0,459.0
134,2419,1,373.0,391.0
135,2426,6,490.0,316.0
136,2440,8,47.0,406.0
137,2442,6,305.0,443.0
138,2468,2,159.0,236.0
139,2472,7,435.0,269.0
140,2493,0,230.0,308.0
141,2519,2,309.0,287.0
142,2522,0,125.0,98.0
143,2546,1,298.0,120.0
144,2554,4,348.0,254.0
145,2576,5,192.0,268.0
146,2578,5,359.0,106.0
147,2603,3,60.0,289.0
148,2604,1,487.0,248.0
149,2625,7,402.0,266.0
150,2631,1,86.0,314.0
151,2632,2,439.0,301.0
152,2636,2,337.0,467.0
153,2657,7,335.0,371.0
154,2703,1,187.0,87.0
155,2722,8,301.0,231.0
156,2729,8,288.0,314.0
157,2776,0,132.0,91.0
158,2816,7,398.0,244.0
159,2817,5,97.0,344.0
160,2828,5,278.0,160.0
161,2873,0,147.0,94.0
162,2900,6,427.0,432.0
163,2913,9,41.0,475.0
164,2957,7,188.0,199.0
165,2964,8,375.0,68.0
166,2979,5,60.0,411.0
167,2989,7,407.0,266.0
168,2994,2,292.0,320.0
169,3017,4,316.0,160.0
170,3019,7,61.0,492.0
171,3049,0,81.0,437.0
172,3058,4,297.0,183.0
173,3065,5,342.0,360.0
174,3111,2,382.0,212.0
175,3134,1,119.0,464.0
176,3167,4,88.0,441.0
177,3188,2,160.0,462.0
178,3196,7,116.0,340.0
179,3198,6,335.0,364.0
180,3212,3,188.0,368.0
181,3218,7,95.0,380.0
182,3241,7,295.0,401.0
183,3245,5,375.0,415.0
184,3252,4,96.0,458.0
185,3257,3,305.0,365.0
186,3279,5,254.0,152.0
187,3297,7,78.0,453.0
188,3319,5,323.0,207.0
189,3372,5,255.0,296.0
190,3381,1,475.0,338.0
191,3387,8,98.0,359.0
192,3430,7,218.0,128.0
193,3437,3,35.0,235.0
194,3498,1,60.0,477.0
195,3505,4,340.0,142.0
196,3514,0,117.0,27.0
197,3529,8,340.0,259.0
198,3534,0,129.0,82.0
199,3541,8,182.0,20.0
200,3587,4,303.0,234.0
201,3612,8,398.0,392.0
202,3622,0,130.0,216.0
203,3641,2,392.0,360.0
204,3668,1,326.0,87.0
205,3696,2,103.0,347.0
206,3732,6,473.0,346.0
207,3759,3,56.0,479.0
208,3772,1,409.0,433.0
209,3785,0,97.0,442.0
210,3787,7,282.0,116.0
211,3807,8,265.0,295.0
212,3808,5,200.0,230.0
213,3812,6,361.0,504.0
214,3838,2,365.0,361.0
215,3847,2,85.0,312.0
216,3861,7,421.0,262.0
217,3888,8,150.0,138.0
218,3896,5,124.0,445.0
219,3898,4,334.0,191.0
220,3920,6,425.0,384.0
221,3931,5,317.0,186.0
222,3936,4,281.0,195.0
223,3965,2,86.0,286.0
224,3981,7,187.0,64.0
225,3986,6,57.0,535.0
226,4035,1,135.0,222.0
227,4049,2,334.0,376.0
228,4056,7,395.0,160.0
229,4071,6,322.0,386.0
230,4083,3,287.0,359.0
231,4095,2,96.0,329.0
232,4098,4,301.0,278.0
233,4122,5,282.0,147.0
234,4123,3,387.0,464.0
235,4128,5,187.0,256.0
236,4145,4,241.0,253.0
237,4153,1,90.0,394.0
238,4163,3,425.0,339.0
239,4182,2,111.0,338.0
240,4191,3,403.0,323.0
241,4193,4,333.0,223.0
242,4228,4,211.0,252.0
243,4267,8,299.0,287.0
244,4294,5,321.0,110.0
245,4307,8,324.0,158.0
246,4310,3,384.0,294.0
247,4315,3,281.0,292.0
248,4319,7,371.0,299.0
249,4331,1,414.0,211.0
250,4341,5,349.0,290.0
251,4355,1,415.0,316.0
252,4420,7,141.0,433.0
253,4425,0,125.0,81.0
254,4474,7,407.0,173.0
255,4509,3,429.0,425.0
256,4520,2,28.0,451.0
257,4527,6,57.0,395.0
258,4532,6,413.0,349.0
259,4545,3,40.0,309.0
260,4597,2,54.0,305.0
261,4609,4,199.0,303.0
262,4658,2,366.0,420.0
263,4696,6,354.0,258.0
264,4726,7,430.0,462.0
265,4746,4,291.0,251.0
266,4783,6,464.0,329.0
267,4789,1,366.0,357.0
268,4790,7,44.0,313.0
269,4797,2,443.0,259.0
270,4803,4,167.0,338.0
