mode,section,cluster,count,section_fraction
joint,Human_Lymph_Node_A1,0,462,0.13260619977037888
joint,Human_Lymph_Node_A1,1,207,0.05941446613088404
joint,Human_Lymph_Node_A1,2,570,0.16360505166475317
joint,Human_Lymph_Node_A1,3,612,0.1756601607347876
joint,Human_Lymph_Node_A1,4,824,0.2365097588978186
joint,Human_Lymph_Node_A1,5,221,0.06343283582089553
joint,Human_Lymph_Node_A1,6,356,0.10218140068886337
joint,Human_Lymph_Node_A1,7,232,0.06659012629161883
joint,Human_Lymph_Node_D1,0,453,0.13486156594224472
joint,Human_Lymph_Node_D1,1,183,0.054480500148853826
joint,Human_Lymph_Node_D1,2,568,0.1690979458172075
joint,Human_Lymph_Node_D1,3,652,0.19410538850848466
joint,Human_Lymph_Node_D1,4,798,0.23757070556713308
joint,Human_Lymph_Node_D1,5,185,0.055075915451027094
joint,Human_Lymph_Node_D1,6,300,0.08931229532598987
joint,Human_Lymph_Node_D1,7,220,0.06549568323905924
