mode,n_clusters,n_clusters_observed,cluster_asw,cluster_asw_scaled,dbi,calinski_harabasz,label_key,n_labeled,n_true_labels,ari,nmi,homogeneity,completeness,v_measure,label_asw,label_asw_scaled,section,spatial_neighbor_agreement
joint,12,12.0,0.1021416187286377,0.5510708093643188,2.5280650918285543,329.74664150222986,Combined_Clusters,7118.0,16.0,0.27014129372626794,0.4534012082744735,0.47242173166345824,0.4358530056160386,0.45340120827447356,0.007638212293386459,0.5038191061466932,,
joint,12,12.0,0.1021416187286377,0.5510708093643188,2.5280650918285543,329.74664150222986,RNA_Clusters,7118.0,13.0,0.30570272624568295,0.46118306691927874,0.4747299966527396,0.44838783891606976,0.46118306691927863,0.02800515480339527,0.5140025774016976,,
joint,12,12.0,0.1021416187286377,0.5510708093643188,2.5280650918285543,329.74664150222986,ATAC_Clusters,7118.0,13.0,0.2596852575880427,0.4405948175886742,0.47476397511067453,0.4110138122261676,0.4405948175886742,0.0270990077406168,0.5135495038703084,,
joint,12,12.0,0.1021416187286377,0.5510708093643188,2.5280650918285543,329.74664150222986,section,7118.0,4.0,0.19902399581863817,0.33735491438416126,0.4620275489760143,0.26566765887145327,0.33735491438416126,0.043295662850141525,0.5216478314250708,,
joint_section_spatial,12,,,,,,cluster,,,,,,,,,,dataset4,0.7337028239641066
joint_section_spatial,12,,,,,,cluster,,,,,,,,,,dataset3,0.6283061339335959
joint_section_spatial,12,,,,,,cluster,,,,,,,,,,dataset2,0.642295194116641
joint_section_spatial,12,,,,,,cluster,,,,,,,,,,dataset1,0.6808360732738374
independent,12,12.0,0.07221351563930511,0.5361067578196526,3.041403620914626,56.453486149153115,Y,1263.0,8.0,0.2796265524542716,0.4716312207438612,0.6276948813122125,0.3777190133298288,0.47163122074386127,0.050715792924165726,0.5253578964620829,dataset4,
independent,12,12.0,0.07221351563930511,0.5361067578196526,3.041403620914626,56.453486149153115,Combined_Clusters_annotation,1263.0,8.0,0.2796265524542716,0.4716312207438612,0.6276948813122125,0.3777190133298288,0.47163122074386127,0.050715792924165726,0.5253578964620829,dataset4,
independent,12,12.0,0.07221351563930511,0.5361067578196526,3.041403620914626,56.453486149153115,Combined_Clusters,1263.0,8.0,0.2796265524542716,0.4716312207438612,0.6276948813122125,0.3777190133298288,0.47163122074386127,0.050715792924165726,0.5253578964620829,dataset4,
independent,12,12.0,0.07221351563930511,0.5361067578196526,3.041403620914626,56.453486149153115,RNA_Clusters,1263.0,12.0,0.3431077921544075,0.49076000460011926,0.5776018598821873,0.42661836502245387,0.49076000460011915,0.024571239948272705,0.5122856199741364,dataset4,
independent,12,12.0,0.07221351563930511,0.5361067578196526,3.041403620914626,56.453486149153115,ATAC_Clusters,1263.0,8.0,0.25501489492687013,0.39641624947496695,0.5136892295345021,0.3227368528121072,0.39641624947496695,-0.021074194461107254,0.4894629027694464,dataset4,
independent_section_spatial,12,,,,,,cluster,,,,,,,,,,dataset4,0.42504618632884666
