mode,section,cluster,count,section_fraction
independent,CRC_003,0,14560,0.08756367310363906
independent,CRC_003,1,12277,0.07383373727289676
independent,CRC_003,2,22410,0.13477348312174117
independent,CRC_003,3,13290,0.07992590766122
independent,CRC_003,4,22316,0.13420816819923143
independent,CRC_003,5,19484,0.11717655266149063
independent,CRC_003,6,9894,0.05950240258842067
independent,CRC_003,7,25032,0.150542161066641
independent,CRC_003,8,13675,0.08224129324809507
independent,CRC_003,9,13341,0.08023262107662422
independent,CRC_006,0,33120,0.074244275322521
independent,CRC_006,1,39910,0.0894652484336296
independent,CRC_006,2,45110,0.10112195832726213
independent,CRC_006,3,42149,0.09448435871283023
independent,CRC_006,4,29248,0.06556450980172385
independent,CRC_006,5,52497,0.11768121140115895
independent,CRC_006,6,41840,0.09379168114415092
independent,CRC_006,7,70852,0.1588271556507022
independent,CRC_006,8,43843,0.09828175612817898
independent,CRC_006,9,47526,0.10653784507784217
