section,cluster,count,fraction
dataset4,0,23,0.018210609659540775
dataset4,2,165,0.13064133016627077
dataset4,4,406,0.32145684877276326
dataset4,7,2,0.001583531274742676
dataset4,8,2,0.001583531274742676
dataset4,9,333,0.26365795724465557
dataset4,10,3,0.0023752969121140144
dataset4,11,326,0.2581155977830562
dataset4,12,3,0.0023752969121140144
dataset3,0,78,0.04389420371412493
dataset3,1,135,0.07597073719752391
dataset3,2,197,0.1108610016882386
dataset3,3,610,0.34327518289251546
dataset3,4,12,0.006752954417557681
dataset3,5,41,0.023072594259988744
dataset3,6,94,0.05289814293753517
dataset3,7,2,0.0011254924029262803
dataset3,8,489,0.2751828925154755
dataset3,9,70,0.03939223410241981
dataset3,10,5,0.0028137310073157004
dataset3,12,27,0.015194147439504783
dataset3,13,17,0.009566685424873381
dataset2,0,60,0.03078501795792714
dataset2,1,711,0.36480246280143663
dataset2,2,109,0.055926115956900974
dataset2,3,307,0.15751667521806054
dataset2,5,76,0.038994356080041044
dataset2,6,112,0.057465366854797334
dataset2,7,88,0.04515135967162647
dataset2,8,231,0.1185223191380195
dataset2,9,4,0.002052334530528476
dataset2,10,75,0.038481272447408926
dataset2,12,103,0.05284761416110826
dataset2,13,73,0.03745510518214469
dataset1,0,21,0.00986378581493659
dataset1,1,31,0.01456082667919211
dataset1,2,179,0.08407703147017379
dataset1,3,9,0.004227336777829967
dataset1,5,106,0.0497886331611085
dataset1,6,87,0.040864255519023014
dataset1,7,379,0.17801784875528417
dataset1,8,155,0.07280413339596055
dataset1,9,54,0.025364020666979802
dataset1,10,693,0.32550493189290747
dataset1,11,4,0.0018788163457022077
dataset1,12,187,0.0878346641615782
dataset1,13,224,0.10521371535932363
