mode,section,cluster,count,section_fraction
joint,CRC_003,0,11137,0.0669777903403316
joint,CRC_003,1,64246,0.38637470756980735
joint,CRC_003,2,22714,0.13660173563709188
joint,CRC_003,3,28149,0.16928776333752307
joint,CRC_003,4,6464,0.03887442190535185
joint,CRC_003,5,2975,0.0178916158985801
joint,CRC_003,6,19607,0.11791627325158319
joint,CRC_003,7,10987,0.06607569205973093
joint,CRC_006,0,39600,0.08877032918997074
joint,CRC_006,1,38839,0.08706441453053722
joint,CRC_006,2,80745,0.18100404622333807
joint,CRC_006,3,53093,0.1190172496889676
joint,CRC_006,4,58578,0.13131283695177037
joint,CRC_006,5,66033,0.14802452392427623
joint,CRC_006,6,64709,0.14505654625135903
joint,CRC_006,7,44498,0.09975005323978077
