mode,section,cluster,count,section_fraction
independent,CRC_003,0,2576,0.015492034472182297
independent,CRC_003,1,7543,0.04536351553713939
independent,CRC_003,2,6423,0.038627848375320996
independent,CRC_003,3,8542,0.05137149008593989
independent,CRC_003,4,8937,0.053747015558188345
independent,CRC_003,5,4795,0.02883707503653498
independent,CRC_003,6,6082,0.03657707828408879
independent,CRC_003,7,7693,0.04626561381774006
independent,CRC_003,8,5881,0.03536826658808388
independent,CRC_003,9,9208,0.055376806451806905
independent,CRC_003,10,4064,0.024440849415741015
independent,CRC_003,11,10010,0.06020002525875186
independent,CRC_003,12,4768,0.02867469734602686
independent,CRC_003,13,7218,0.043408969262504586
independent,CRC_003,14,4978,0.029937634938867808
independent,CRC_003,15,9286,0.05584589755771926
independent,CRC_003,16,5864,0.03526602878294914
independent,CRC_003,17,10728,0.06451806902856043
independent,CRC_003,18,5702,0.03429176263990041
independent,CRC_003,19,7253,0.04361945886131141
independent,CRC_003,20,2011,0.012094130948586412
independent,CRC_003,21,7760,0.0466685510497417
independent,CRC_003,22,6679,0.04016742944087948
independent,CRC_003,23,7499,0.04509890004149652
independent,CRC_003,24,4779,0.028740851219937576
independent,CRC_006,0,17343,0.03887736917024401
independent,CRC_006,1,18229,0.040863493202120627
independent,CRC_006,2,14255,0.03195507683340992
independent,CRC_006,3,18371,0.04118181104921598
independent,CRC_006,4,20960,0.046985507571257246
independent,CRC_006,5,23750,0.053239780764187
independent,CRC_006,6,14132,0.031679350810925926
independent,CRC_006,7,17269,0.0387114852217577
independent,CRC_006,8,14119,0.03165020903619184
independent,CRC_006,9,16395,0.036752261289635615
independent,CRC_006,10,20606,0.04619195462849841
independent,CRC_006,11,21439,0.048059269886459165
independent,CRC_006,12,15290,0.034275210437238704
independent,CRC_006,13,16087,0.036061825395935845
independent,CRC_006,14,20932,0.04692274067182999
independent,CRC_006,15,29925,0.06708212376287562
independent,CRC_006,16,17683,0.03963953866328921
independent,CRC_006,17,16483,0.03694952868783555
independent,CRC_006,18,23834,0.05342808146246876
independent,CRC_006,19,16641,0.03730371333460362
independent,CRC_006,20,10722,0.024035239130678444
independent,CRC_006,21,15867,0.03556865690043601
independent,CRC_006,22,18307,0.041038343850525114
independent,CRC_006,23,15540,0.034835629182124885
independent,CRC_006,24,11916,0.026711799056254832
