section,cluster,count,fraction
dataset1,0,59,0.027712541099107563
dataset1,1,141,0.06622827618600281
dataset1,2,256,0.12024424612494129
dataset1,3,170,0.07984969469234382
dataset1,4,133,0.0624706434945984
dataset1,5,205,0.09628933771723815
dataset1,6,174,0.08172851103804603
dataset1,7,189,0.08877407233442931
dataset1,8,85,0.03992484734617191
dataset1,9,117,0.05495537811178957
dataset1,10,302,0.14185063410051668
dataset1,11,298,0.13997181775481446
dataset2,0,115,0.05900461775269369
dataset2,1,40,0.02052334530528476
dataset2,2,248,0.12724474089276552
dataset2,3,48,0.024628014366341714
dataset2,4,225,0.11544381734222678
dataset2,5,141,0.07234479220112879
dataset2,6,93,0.04771677783478707
dataset2,7,209,0.10723447922011288
dataset2,8,59,0.030271934325295024
dataset2,9,58,0.029758850692662903
dataset2,10,603,0.30938943047716777
dataset2,11,110,0.05643919958953309
dataset3,0,178,0.10016882386043895
dataset3,1,243,0.13674732695554306
dataset3,2,232,0.1305571187394485
dataset3,3,195,0.10973550928531232
dataset3,4,189,0.10635903207653348
dataset3,5,63,0.03545301069217783
dataset3,6,102,0.057400112549240295
dataset3,7,94,0.05289814293753517
dataset3,8,67,0.037703995498030385
dataset3,9,185,0.10410804727068092
dataset3,10,165,0.09285312324141812
dataset3,11,64,0.03601575689364097
dataset4,0,129,0.1021377672209026
dataset4,1,113,0.0894695170229612
dataset4,2,129,0.1021377672209026
dataset4,3,74,0.05859065716547902
dataset4,4,108,0.0855106888361045
dataset4,5,107,0.08471892319873317
dataset4,6,220,0.17418844022169439
dataset4,7,42,0.0332541567695962
dataset4,8,80,0.06334125098970704
dataset4,9,119,0.09422011084718923
dataset4,10,95,0.07521773555027712
dataset4,11,47,0.03721298495645289
