section,cluster,count,fraction
dataset1,0,3,0.0014091122592766556
dataset1,1,186,0.08736496007515265
dataset1,2,723,0.33959605448567404
dataset1,3,22,0.010333489901362142
dataset1,4,300,0.14091122592766558
dataset1,5,5,0.0023485204321277596
dataset1,6,380,0.17848755284170972
dataset1,7,175,0.08219821512447158
dataset1,8,32,0.015030530765617662
dataset1,9,203,0.09534992954438704
dataset1,10,10,0.004697040864255519
dataset1,11,90,0.042273367778299674
dataset2,1,104,0.05336069779374038
dataset2,2,73,0.03745510518214469
dataset2,3,61,0.03129810159055926
dataset2,4,121,0.0620831195484864
dataset2,6,97,0.049769112365315546
dataset2,7,239,0.12262698819907646
dataset2,8,713,0.36582863006670086
dataset2,9,105,0.053873781426372495
dataset2,10,309,0.1585428424833248
dataset2,11,127,0.06516162134427912
dataset3,1,27,0.015194147439504783
dataset3,2,4,0.0022509848058525606
dataset3,3,77,0.04333145751266179
dataset3,4,45,0.025323579065841307
dataset3,5,29,0.016319639842431063
dataset3,6,7,0.0039392234102419805
dataset3,7,528,0.297129994372538
dataset3,8,148,0.08328643781654474
dataset3,9,211,0.11873944850872256
dataset3,10,610,0.34327518289251546
dataset3,11,91,0.051209904333145755
dataset4,0,348,0.2755344418052256
dataset4,1,3,0.0023752969121140144
dataset4,2,3,0.0023752969121140144
dataset4,3,24,0.019002375296912115
dataset4,5,558,0.4418052256532066
dataset4,6,2,0.001583531274742676
dataset4,7,5,0.00395882818685669
dataset4,9,320,0.25336500395882816
