row_index,selected_spot_index,cluster,x,y
0,0,1,59.0,19.0
1,1,3,14.0,94.0
2,2,6,43.0,9.0
3,3,6,47.0,13.0
4,4,5,62.0,0.0
5,5,3,42.0,28.0
6,6,9,52.0,42.0
7,7,8,37.0,19.0
8,8,9,58.0,4.0
9,9,4,35.0,79.0
10,10,2,14.0,118.0
11,11,2,8.0,110.0
12,12,2,23.0,113.0
13,13,1,45.0,67.0
14,14,6,64.0,12.0
15,15,1,45.0,19.0
16,16,1,64.0,2.0
17,17,3,66.0,22.0
18,18,2,62.0,54.0
19,19,7,55.0,55.0
20,20,4,24.0,62.0
21,21,5,10.0,106.0
22,22,6,51.0,27.0
23,23,2,37.0,15.0
24,24,5,44.0,94.0
25,25,8,42.0,96.0
26,26,7,14.0,88.0
27,27,2,31.0,115.0
28,28,1,47.0,69.0
29,29,3,36.0,106.0
30,30,5,53.0,79.0
31,31,2,57.0,5.0
32,32,9,44.0,56.0
33,33,3,71.0,3.0
34,34,9,21.0,111.0
35,35,4,13.0,69.0
36,36,1,49.0,17.0
37,37,7,33.0,51.0
38,38,6,34.0,58.0
39,39,8,14.0,86.0
40,40,1,26.0,94.0
41,41,5,35.0,115.0
42,42,1,55.0,31.0
43,43,5,15.0,119.0
44,44,2,6.0,90.0
45,45,9,47.0,33.0
46,46,3,28.0,42.0
47,47,9,61.0,37.0
48,48,0,51.0,93.0
49,49,1,45.0,21.0
50,50,9,59.0,31.0
51,51,1,15.0,67.0
52,52,5,29.0,31.0
53,53,9,27.0,99.0
54,54,2,17.0,113.0
55,55,7,67.0,23.0
56,56,2,64.0,52.0
57,57,6,36.0,24.0
58,58,9,6.0,92.0
59,59,4,65.0,11.0
60,60,7,56.0,14.0
61,61,5,67.0,43.0
62,62,3,40.0,96.0
63,63,7,24.0,70.0
64,64,9,46.0,92.0
65,65,5,12.0,64.0
66,66,3,54.0,68.0
67,67,7,16.0,92.0
68,68,5,58.0,8.0
69,69,3,53.0,73.0
70,70,6,15.0,53.0
71,71,7,24.0,76.0
72,72,3,20.0,104.0
73,73,4,23.0,65.0
74,74,9,50.0,92.0
75,75,1,47.0,39.0
76,76,9,48.0,42.0
77,77,5,24.0,40.0
78,78,3,9.0,83.0
79,79,8,36.0,74.0
80,80,2,75.0,127.0
81,81,0,55.0,61.0
82,82,4,38.0,44.0
83,83,4,12.0,92.0
84,84,4,35.0,93.0
85,85,0,53.0,41.0
86,86,2,9.0,111.0
87,87,1,16.0,66.0
88,88,9,20.0,66.0
89,89,2,3.0,89.0
90,90,5,29.0,27.0
91,91,7,75.0,7.0
92,92,1,62.0,6.0
93,93,3,60.0,54.0
94,94,3,36.0,68.0
95,95,6,35.0,77.0
96,96,0,39.0,29.0
97,97,1,36.0,80.0
98,98,1,59.0,39.0
99,99,2,59.0,73.0
100,100,9,53.0,69.0
101,101,5,74.0,30.0
102,102,3,65.0,23.0
103,103,6,9.0,97.0
104,104,7,57.0,35.0
105,105,9,50.0,68.0
106,106,5,77.0,3.0
107,107,4,35.0,73.0
108,108,5,57.0,81.0
109,109,4,28.0,48.0
110,110,2,39.0,109.0
111,111,7,27.0,87.0
112,112,8,24.0,38.0
113,113,1,30.0,46.0
114,114,3,63.0,21.0
115,115,8,26.0,92.0
116,116,1,60.0,26.0
117,117,1,59.0,1.0
118,118,9,25.0,81.0
119,119,9,44.0,92.0
120,120,5,19.0,47.0
121,121,5,33.0,31.0
122,122,0,45.0,101.0
123,123,0,41.0,25.0
124,124,5,62.0,48.0
125,125,3,44.0,104.0
126,126,6,49.0,27.0
127,127,5,69.0,37.0
128,128,0,52.0,80.0
129,129,6,18.0,104.0
130,130,6,46.0,34.0
131,131,3,36.0,30.0
132,132,9,52.0,38.0
133,133,3,67.0,37.0
134,134,4,52.0,46.0
135,135,7,48.0,86.0
136,136,5,7.0,111.0
137,137,5,19.0,111.0
138,138,1,57.0,57.0
139,139,2,46.0,2.0
140,140,7,27.0,101.0
141,141,2,36.0,22.0
142,142,8,69.0,33.0
143,143,4,39.0,79.0
144,144,6,52.0,16.0
145,145,6,26.0,110.0
146,146,7,32.0,92.0
147,147,9,51.0,15.0
148,148,9,4.0,94.0
149,149,8,48.0,30.0
150,150,5,44.0,78.0
151,151,6,23.0,47.0
152,152,6,23.0,93.0
153,153,3,25.0,101.0
154,154,9,25.0,59.0
155,155,3,19.0,97.0
156,156,5,65.0,9.0
157,157,9,55.0,27.0
158,158,7,66.0,32.0
159,159,8,40.0,50.0
160,160,8,58.0,66.0
161,161,8,59.0,5.0
162,162,4,51.0,63.0
163,163,8,23.0,91.0
164,164,1,63.0,9.0
165,165,1,49.0,63.0
166,166,0,45.0,83.0
167,167,1,67.0,9.0
168,168,7,13.0,91.0
169,169,5,11.0,67.0
170,170,0,64.0,16.0
171,171,6,46.0,4.0
172,172,7,50.0,82.0
173,173,8,44.0,84.0
174,174,2,7.0,103.0
175,175,8,32.0,72.0
176,176,6,30.0,26.0
177,177,3,49.0,75.0
178,178,2,29.0,37.0
179,179,5,4.0,106.0
180,180,0,44.0,76.0
181,181,8,77.0,21.0
182,182,6,42.0,20.0
183,183,3,36.0,32.0
184,184,9,57.0,31.0
185,185,2,8.0,112.0
186,186,1,28.0,82.0
187,187,4,24.0,56.0
188,188,1,44.0,90.0
189,189,6,14.0,64.0
190,190,6,60.0,16.0
191,191,2,31.0,117.0
192,192,9,24.0,50.0
193,193,3,65.0,17.0
194,194,2,25.0,43.0
195,195,2,41.0,111.0
196,196,9,31.0,71.0
197,197,8,27.0,71.0
198,198,7,52.0,48.0
199,199,0,52.0,24.0
200,200,3,10.0,80.0
201,201,3,53.0,87.0
202,202,3,51.0,39.0
203,203,6,46.0,14.0
204,204,2,19.0,119.0
205,205,2,59.0,9.0
206,206,3,21.0,63.0
207,207,3,55.0,57.0
208,208,3,42.0,102.0
209,209,7,42.0,62.0
210,210,8,41.0,37.0
211,211,4,45.0,81.0
212,212,6,9.0,75.0
213,213,7,75.0,17.0
214,214,5,40.0,104.0
215,215,1,51.0,61.0
216,216,2,73.0,27.0
217,217,2,17.0,115.0
218,218,8,20.0,110.0
219,219,7,53.0,49.0
220,220,5,7.0,81.0
221,221,0,30.0,54.0
222,222,6,41.0,107.0
223,223,2,23.0,121.0
224,224,1,48.0,76.0
225,225,5,9.0,103.0
226,226,0,48.0,94.0
227,227,0,38.0,56.0
228,228,8,44.0,12.0
229,229,4,42.0,42.0
230,230,9,30.0,86.0
231,231,2,37.0,37.0
232,232,3,61.0,29.0
233,233,9,69.0,35.0
234,234,9,57.0,65.0
235,235,9,38.0,100.0
236,236,8,42.0,48.0
237,237,3,73.0,9.0
238,238,9,58.0,54.0
239,239,3,56.0,40.0
240,240,7,48.0,84.0
241,241,2,21.0,115.0
242,242,8,13.0,65.0
243,243,2,6.0,80.0
244,244,3,57.0,11.0
245,245,4,28.0,66.0
246,246,8,36.0,92.0
247,247,8,51.0,79.0
248,248,2,44.0,106.0
249,249,2,46.0,98.0
250,250,0,59.0,15.0
251,251,6,4.0,100.0
252,252,6,63.0,5.0
253,253,3,61.0,39.0
254,254,0,50.0,30.0
255,255,6,32.0,30.0
256,256,2,34.0,112.0
257,257,4,65.0,15.0
258,258,9,46.0,18.0
259,259,6,32.0,24.0
260,260,3,64.0,34.0
261,261,3,9.0,81.0
262,262,1,50.0,18.0
263,263,3,57.0,13.0
264,264,9,28.0,104.0
265,265,8,22.0,80.0
266,266,7,25.0,63.0
267,267,9,36.0,102.0
268,268,8,37.0,43.0
269,269,6,10.0,70.0
270,270,5,63.0,47.0
271,271,0,25.0,109.0
272,272,8,33.0,61.0
273,273,9,17.0,73.0
274,274,6,43.0,71.0
275,275,1,49.0,59.0
276,276,9,41.0,31.0
277,277,1,34.0,62.0
278,278,0,28.0,100.0
279,279,0,39.0,13.0
280,280,1,74.0,16.0
281,281,4,18.0,108.0
282,282,8,52.0,60.0
283,283,7,53.0,55.0
284,284,3,49.0,77.0
285,285,1,61.0,11.0
286,286,1,47.0,25.0
287,287,2,24.0,118.0
288,288,7,73.0,5.0
289,289,1,71.0,13.0
290,290,2,10.0,66.0
291,291,4,70.0,32.0
292,292,3,33.0,67.0
293,293,1,41.0,97.0
294,294,4,68.0,2.0
295,295,5,44.0,6.0
296,296,2,52.0,4.0
297,297,9,17.0,63.0
298,298,0,41.0,69.0
299,299,7,39.0,39.0
300,300,2,33.0,113.0
301,301,7,60.0,44.0
302,302,9,14.0,68.0
303,303,0,8.0,98.0
304,304,1,63.0,17.0
305,305,2,25.0,41.0
306,306,2,74.0,28.0
307,307,0,60.0,56.0
308,308,3,13.0,105.0
309,309,0,38.0,108.0
310,310,3,64.0,22.0
311,311,3,14.0,74.0
312,312,7,59.0,41.0
313,313,9,25.0,69.0
314,314,1,67.0,17.0
315,315,3,63.0,29.0
316,316,8,47.0,17.0
317,317,3,32.0,104.0
318,318,4,57.0,69.0
319,319,7,48.0,70.0
320,320,7,49.0,23.0
321,321,4,36.0,78.0
322,322,8,42.0,78.0
323,323,3,8.0,84.0
324,324,8,36.0,70.0
325,325,7,47.0,83.0
326,326,3,68.0,30.0
327,327,7,16.0,70.0
328,328,3,53.0,9.0
329,329,3,30.0,78.0
330,330,9,27.0,39.0
331,331,3,33.0,55.0
332,332,8,30.0,64.0
333,333,2,11.0,95.0
334,334,6,36.0,90.0
335,335,8,38.0,52.0
336,336,1,46.0,90.0
337,337,3,51.0,81.0
338,338,9,57.0,3.0
339,339,4,27.0,75.0
340,340,8,42.0,72.0
341,341,2,69.0,3.0
342,342,0,29.0,49.0
343,343,5,44.0,10.0
344,344,3,32.0,106.0
345,345,3,74.0,10.0
346,346,3,28.0,62.0
347,347,2,39.0,11.0
348,348,2,61.0,13.0
349,349,3,75.0,13.0
350,350,3,61.0,9.0
351,351,6,27.0,73.0
352,352,0,38.0,88.0
353,353,6,52.0,14.0
354,354,0,42.0,44.0
355,355,0,48.0,28.0
356,356,2,12.0,108.0
357,357,5,32.0,98.0
358,358,8,51.0,9.0
359,359,7,49.0,65.0
360,360,1,26.0,56.0
361,361,0,41.0,17.0
362,362,6,49.0,97.0
363,363,8,53.0,33.0
364,364,6,8.0,102.0
365,365,4,28.0,46.0
366,366,1,63.0,45.0
367,367,1,68.0,34.0
368,368,8,26.0,88.0
369,369,3,58.0,34.0
370,370,8,40.0,18.0
371,371,1,16.0,64.0
372,372,5,76.0,122.0
373,373,4,6.0,98.0
374,374,3,32.0,44.0
375,375,1,77.0,13.0
376,376,5,16.0,118.0
377,377,1,40.0,38.0
378,378,0,46.0,82.0
379,379,9,21.0,97.0
380,380,0,29.0,75.0
381,381,3,75.0,11.0
382,382,3,21.0,55.0
383,383,9,14.0,98.0
384,384,3,34.0,106.0
385,385,7,58.0,24.0
386,386,6,48.0,6.0
387,387,9,36.0,54.0
388,388,9,53.0,13.0
389,389,3,41.0,93.0
390,390,1,56.0,20.0
391,391,3,68.0,26.0
392,392,4,27.0,65.0
393,393,5,34.0,20.0
394,394,2,53.0,81.0
395,395,2,31.0,35.0
396,396,3,56.0,58.0
397,397,2,51.0,95.0
398,398,6,53.0,19.0
399,399,3,22.0,52.0
400,400,8,23.0,81.0
401,401,9,42.0,26.0
402,402,3,64.0,26.0
403,403,8,61.0,49.0
404,404,1,15.0,65.0
405,405,3,67.0,29.0
406,406,6,17.0,103.0
407,407,3,50.0,22.0
408,408,3,50.0,14.0
409,409,3,72.0,2.0
410,410,9,51.0,37.0
411,411,1,17.0,59.0
412,412,1,25.0,55.0
413,413,7,68.0,22.0
414,414,7,57.0,55.0
415,415,8,24.0,92.0
416,416,8,8.0,96.0
417,417,1,50.0,12.0
418,418,2,18.0,116.0
419,419,9,45.0,71.0
420,420,2,2.0,92.0
421,421,1,61.0,33.0
422,422,3,21.0,99.0
423,423,9,16.0,74.0
424,424,1,52.0,86.0
425,425,8,38.0,76.0
426,426,3,18.0,88.0
427,427,6,39.0,107.0
428,428,0,41.0,45.0
429,429,7,20.0,84.0
430,430,0,54.0,28.0
431,431,1,72.0,10.0
432,432,0,41.0,23.0
433,433,0,43.0,85.0
434,434,1,43.0,45.0
435,435,9,18.0,98.0
436,436,3,53.0,65.0
437,437,8,46.0,96.0
438,438,8,48.0,16.0
439,439,2,30.0,120.0
440,440,9,26.0,86.0
441,441,3,59.0,49.0
442,442,5,49.0,99.0
443,443,2,28.0,38.0
444,444,6,15.0,55.0
445,445,4,45.0,25.0
446,446,4,59.0,17.0
447,447,2,16.0,112.0
448,448,1,50.0,42.0
449,449,7,13.0,89.0
450,450,2,36.0,110.0
451,451,7,55.0,53.0
452,452,2,29.0,113.0
453,453,6,8.0,74.0
454,454,1,44.0,20.0
455,455,8,35.0,65.0
456,456,5,68.0,40.0
457,457,2,15.0,113.0
458,458,6,37.0,97.0
459,459,7,65.0,33.0
460,460,4,34.0,92.0
461,461,7,30.0,88.0
462,462,8,33.0,63.0
463,463,0,12.0,76.0
464,464,9,63.0,35.0
465,465,3,35.0,31.0
466,466,9,35.0,109.0
467,467,9,46.0,20.0
468,468,3,26.0,104.0
469,469,5,37.0,17.0
470,470,5,66.0,8.0
471,471,7,22.0,74.0
472,472,0,41.0,67.0
473,473,2,5.0,91.0
