mode,k,section_ARI_diagnostic,section_NMI_diagnostic
joint,5,7.851357858071212e-05,0.00038699634413047544
joint,8,9.429722794868708e-05,0.0006813741079338046
joint,10,0.0001491032930308645,0.0007094921238263725
joint,12,2.0972296488253604e-05,0.0006111723301576783
