mode,section,cluster,count,section_fraction
joint,CRC_003,0,1185,0.00712657641674535
joint,CRC_003,1,6624,0.039836660071325906
joint,CRC_003,2,4394,0.026425465633062504
joint,CRC_003,3,8470,0.050938482911251574
joint,CRC_003,4,1862,0.011198046656523073
joint,CRC_003,5,8123,0.04885162888879534
joint,CRC_003,6,804,0.004835246784019629
joint,CRC_003,7,663,0.003987274400254993
joint,CRC_003,8,4643,0.02792294877885963
joint,CRC_003,9,6188,0.0372145610690466
joint,CRC_003,10,3304,0.01987021812736425
joint,CRC_003,11,5490,0.03301679706998478
joint,CRC_003,12,7855,0.047239879960788794
joint,CRC_003,13,26546,0.15964733971217052
joint,CRC_003,14,5296,0.03185008329374124
joint,CRC_003,15,10483,0.06304464183691266
joint,CRC_003,16,4402,0.026473577541361207
joint,CRC_003,17,1351,0.008124898513943433
joint,CRC_003,18,7975,0.047961558585269334
joint,CRC_003,19,9833,0.05913554928764306
joint,CRC_003,20,9521,0.05725918486399365
joint,CRC_003,21,1366,0.0082151083420035
joint,CRC_003,22,7494,0.04506883009880983
joint,CRC_003,23,9804,0.05896114362006026
joint,CRC_003,24,12603,0.0757942975360689
joint,CRC_006,0,19165,0.04296170098297448
joint,CRC_006,1,16419,0.03680606148914469
joint,CRC_006,2,12399,0.027794528071374933
joint,CRC_006,3,18088,0.04054741703000482
joint,CRC_006,4,19180,0.042995326107667646
joint,CRC_006,5,17476,0.03917551194252345
joint,CRC_006,6,16058,0.03599681682152905
joint,CRC_006,7,27358,0.061327744090384335
joint,CRC_006,8,21635,0.04849863818244993
joint,CRC_006,9,20729,0.04646768065098241
joint,CRC_006,10,23769,0.05328237258879835
joint,CRC_006,11,17485,0.03919568701733936
joint,CRC_006,12,17709,0.039697822212757375
joint,CRC_006,13,6955,0.015590849482733498
joint,CRC_006,14,18286,0.04099126867595467
joint,CRC_006,15,8728,0.01956533922146628
joint,CRC_006,16,17783,0.039863706161243684
joint,CRC_006,17,28851,0.0646745648348446
joint,CRC_006,18,21174,0.04746522601687981
joint,CRC_006,19,13810,0.030957531467512525
joint,CRC_006,20,19177,0.04298860108272901
joint,CRC_006,21,24761,0.05550611416850671
joint,CRC_006,22,14845,0.033277665071341306
joint,CRC_006,23,9875,0.02213654042300407
joint,CRC_006,24,14380,0.03223528620585301
