mode,section,cluster,count,section_fraction
joint,CRC_003,0,16442,0.0988819995309089
joint,CRC_003,1,15077,0.09067290517744273
joint,CRC_003,2,32810,0.1973189639100548
joint,CRC_003,3,10259,0.06169750840454898
joint,CRC_003,4,1586,0.009538185820217827
joint,CRC_003,5,11664,0.07014716229950865
joint,CRC_003,6,8538,0.05134743413179055
joint,CRC_003,7,26555,0.15970146560900655
joint,CRC_003,8,40111,0.24122709422115843
joint,CRC_003,9,3237,0.019467280895362614
joint,CRC_006,0,43800,0.09818536410405855
joint,CRC_006,1,55331,0.12403411829318867
joint,CRC_006,2,57410,0.12869456057566214
joint,CRC_006,3,37895,0.084948273349847
joint,CRC_006,4,46596,0.10445308734686558
joint,CRC_006,5,37620,0.0843318127304722
joint,CRC_006,6,51964,0.11648639863706162
joint,CRC_006,7,26655,0.0597518465797644
joint,CRC_006,8,25978,0.05823423261861263
joint,CRC_006,9,62846,0.14088030576446722
