mode,k,mean_spatial_neighbor_agreement
independent,5,0.7050027859534398
independent,8,0.5576563973477701
independent,10,0.502805037263587
independent,12,0.4611087265825816
joint,2,0.7916207301938107
joint,3,0.782239627998738
joint,4,0.720098966431497
joint,5,0.7053363256199365
joint,6,0.6091238607954115
joint,7,0.5816576098256969
joint,8,0.5749148177859414
joint,9,0.5389283159738897
joint,10,0.47900119994526646
joint,11,0.4761883368897606
joint,12,0.4633783700181393
