row_index,selected_spot_index,cluster,x,y
0,139,3,421.0,310.0
1,169,3,185.0,236.0
2,185,4,213.0,179.0
3,249,3,118.0,686.0
4,316,3,233.0,419.0
5,422,6,213.0,667.0
6,468,0,181.0,140.0
7,480,4,220.0,636.0
8,570,3,154.0,549.0
9,588,4,466.0,751.0
10,593,0,239.0,356.0
11,753,3,410.0,353.0
12,822,1,403.0,551.0
13,841,4,209.0,598.0
14,993,4,73.0,454.0
15,1058,2,581.0,218.0
16,1068,4,379.0,238.0
17,1071,4,528.0,730.0
18,1136,0,643.0,35.0
19,1260,0,369.0,201.0
20,1271,4,298.0,327.0
21,1305,2,514.0,623.0
22,1319,4,323.0,313.0
23,1394,4,186.0,725.0
24,1397,4,136.0,404.0
25,1429,2,552.0,583.0
26,1486,2,568.0,646.0
27,1536,0,346.0,124.0
28,1548,0,74.0,439.0
29,1552,0,443.0,264.0
30,1622,4,227.0,766.0
31,1650,2,444.0,466.0
32,1660,3,169.0,581.0
33,1702,4,292.0,791.0
34,1729,0,24.0,554.0
35,1751,4,271.0,463.0
36,1788,0,179.0,79.0
37,1848,3,436.0,406.0
38,1909,4,469.0,783.0
39,1916,1,389.0,476.0
40,1940,2,451.0,729.0
41,1970,3,94.0,397.0
42,1982,5,487.0,263.0
43,2091,2,527.0,619.0
44,2162,0,622.0,406.0
45,2246,2,513.0,693.0
46,2289,4,573.0,148.0
47,2290,4,391.0,721.0
48,2323,3,153.0,269.0
49,2327,3,467.0,184.0
50,2396,2,441.0,770.0
51,2405,2,603.0,661.0
52,2431,4,502.0,160.0
53,2486,6,249.0,492.0
54,2490,0,569.0,357.0
55,2505,7,224.0,430.0
56,2531,2,291.0,488.0
57,2547,4,194.0,668.0
58,2565,1,372.0,607.0
59,2579,1,392.0,510.0
60,2604,4,108.0,489.0
61,2614,5,174.0,251.0
62,2616,0,514.0,313.0
63,2675,0,583.0,95.0
64,2689,0,35.0,479.0
65,2711,4,183.0,674.0
66,2784,4,197.0,77.0
67,2861,2,591.0,436.0
68,2996,2,511.0,646.0
69,3065,4,257.0,743.0
70,3162,2,582.0,355.0
71,3267,4,524.0,151.0
72,3276,0,487.0,816.0
73,3325,1,396.0,463.0
74,3394,3,790.0,186.0
75,3419,0,571.0,323.0
76,3420,7,294.0,767.0
77,3431,4,303.0,534.0
78,3468,4,199.0,858.0
79,3471,3,46.0,520.0
80,3683,0,659.0,320.0
81,3730,4,323.0,336.0
82,3745,0,405.0,361.0
83,3781,3,97.0,376.0
84,3789,3,95.0,821.0
85,3842,3,391.0,253.0
86,3882,2,614.0,664.0
87,3890,5,152.0,799.0
88,3902,2,506.0,578.0
89,3966,4,338.0,786.0
90,4010,0,490.0,487.0
91,4023,4,417.0,342.0
92,4146,1,386.0,566.0
93,4198,2,225.0,443.0
94,4251,3,382.0,839.0
95,4263,2,446.0,800.0
96,4268,0,621.0,302.0
97,4271,5,397.0,482.0
98,4338,3,270.0,260.0
99,4348,3,56.0,697.0
100,4393,2,412.0,541.0
101,4422,3,106.0,647.0
102,4443,3,210.0,292.0
103,4475,2,451.0,692.0
104,4477,7,554.0,628.0
105,4501,4,602.0,125.0
106,4527,4,612.0,74.0
107,4579,4,127.0,410.0
108,4618,4,144.0,715.0
109,4625,0,560.0,109.0
110,4632,4,465.0,741.0
111,4681,3,633.0,28.0
112,4689,4,475.0,88.0
113,4857,5,653.0,262.0
114,4901,4,428.0,122.0
115,4913,4,453.0,447.0
116,5014,3,225.0,368.0
117,5079,3,28.0,554.0
118,5161,0,511.0,717.0
119,5205,0,628.0,111.0
120,5207,3,342.0,214.0
121,5251,7,487.0,542.0
122,5297,0,691.0,220.0
123,5303,4,551.0,692.0
124,5426,2,480.0,482.0
125,5452,0,438.0,73.0
126,5460,4,324.0,305.0
127,5487,3,184.0,493.0
128,5527,0,753.0,200.0
129,5551,3,496.0,807.0
130,5564,0,390.0,237.0
131,5652,7,498.0,504.0
132,5670,0,743.0,184.0
133,5703,4,269.0,376.0
134,5713,4,603.0,179.0
135,5782,2,482.0,611.0
136,5850,3,200.0,162.0
137,5924,0,443.0,203.0
138,5928,3,46.0,563.0
139,5975,4,355.0,190.0
140,6031,4,258.0,487.0
141,6036,3,160.0,250.0
142,6059,2,617.0,317.0
143,6122,4,207.0,274.0
144,6124,4,279.0,761.0
145,6178,4,241.0,519.0
146,6202,4,361.0,356.0
147,6208,4,379.0,299.0
148,6209,0,482.0,308.0
149,6272,1,306.0,632.0
150,6347,3,438.0,102.0
151,6398,0,433.0,818.0
152,6411,1,377.0,566.0
153,6514,5,555.0,240.0
154,6527,0,749.0,223.0
155,6538,2,594.0,621.0
156,6556,0,710.0,79.0
157,6575,2,654.0,237.0
158,6608,4,174.0,599.0
159,6625,4,132.0,702.0
160,6657,4,330.0,266.0
161,6659,3,105.0,570.0
162,6714,3,193.0,541.0
163,6755,0,730.0,41.0
164,6757,3,436.0,770.0
165,6760,3,67.0,661.0
166,6848,2,638.0,233.0
167,6940,3,469.0,184.0
168,7092,0,545.0,448.0
169,7134,0,629.0,37.0
170,7232,3,441.0,301.0
171,7238,2,400.0,722.0
172,7327,7,530.0,616.0
173,7333,4,349.0,291.0
174,7347,0,647.0,265.0
175,7447,4,396.0,394.0
176,7502,1,408.0,623.0
177,7588,4,593.0,74.0
178,7615,0,541.0,363.0
179,7704,4,203.0,737.0
180,7717,2,372.0,409.0
181,7766,0,775.0,209.0
182,7804,2,564.0,514.0
183,7813,2,439.0,724.0
184,7866,2,448.0,555.0
185,7900,3,612.0,66.0
186,7981,4,296.0,112.0
187,7995,2,559.0,703.0
188,8028,0,568.0,82.0
189,8073,4,120.0,770.0
190,8083,0,708.0,215.0
191,8095,0,232.0,117.0
192,8135,0,126.0,501.0
193,8181,4,404.0,771.0
194,8210,2,521.0,767.0
195,8276,0,590.0,341.0
196,8281,4,528.0,744.0
197,8308,3,202.0,444.0
198,8343,2,423.0,418.0
199,8438,3,102.0,744.0
200,8467,4,267.0,428.0
201,8472,0,503.0,267.0
202,8623,0,598.0,548.0
203,8678,4,216.0,479.0
204,8686,7,589.0,180.0
205,8788,4,514.0,147.0
206,8812,0,429.0,156.0
207,8974,3,24.0,557.0
208,8992,0,311.0,104.0
209,9069,1,337.0,574.0
210,9077,4,292.0,364.0
211,9087,4,368.0,320.0
212,9102,4,188.0,237.0
213,9159,1,379.0,492.0
214,9162,4,207.0,427.0
215,9188,0,47.0,662.0
216,9192,3,459.0,216.0
217,9203,3,118.0,405.0
218,9257,2,482.0,515.0
219,9282,1,355.0,506.0
220,9291,4,317.0,451.0
221,9337,4,302.0,120.0
222,9346,0,216.0,193.0
223,9390,0,551.0,481.0
224,9463,4,284.0,401.0
225,9478,0,736.0,80.0
226,9514,4,228.0,638.0
227,9551,7,213.0,649.0
228,9632,5,397.0,451.0
229,9647,4,301.0,526.0
230,9651,4,229.0,534.0
231,9663,4,205.0,573.0
232,9670,4,281.0,410.0
233,9677,4,178.0,454.0
234,9687,5,573.0,266.0
235,9876,4,372.0,249.0
236,9886,4,191.0,723.0
237,9893,2,411.0,600.0
238,9910,1,323.0,653.0
239,9932,4,152.0,188.0
240,9947,4,374.0,380.0
241,9981,3,467.0,770.0
242,10050,0,358.0,779.0
243,10083,0,567.0,291.0
244,10091,4,115.0,439.0
245,10097,4,526.0,726.0
246,10102,4,212.0,694.0
247,10146,0,629.0,167.0
248,10166,3,331.0,112.0
249,10172,1,349.0,629.0
250,10176,0,438.0,79.0
251,10228,4,416.0,622.0
252,10339,0,727.0,86.0
253,10367,4,257.0,516.0
254,10406,5,411.0,417.0
255,10435,2,506.0,615.0
256,10472,4,205.0,252.0
257,10491,0,614.0,269.0
258,10515,2,418.0,580.0
259,10530,3,100.0,615.0
260,10575,0,538.0,691.0
261,10595,5,588.0,277.0
262,10608,2,519.0,584.0
263,10639,3,491.0,197.0
264,10653,1,677.0,300.0
265,10674,0,653.0,94.0
266,10689,3,207.0,413.0
267,10709,3,722.0,55.0
268,10756,1,364.0,491.0
269,10781,2,396.0,564.0
270,10815,0,665.0,70.0
271,10842,0,549.0,476.0
272,10903,3,484.0,69.0
273,11028,0,94.0,457.0
274,11039,3,39.0,579.0
275,11044,6,143.0,547.0
276,11048,0,390.0,215.0
277,11079,3,371.0,833.0
278,11123,4,279.0,525.0
279,11187,2,522.0,600.0
280,11220,2,511.0,680.0
281,11224,4,55.0,488.0
282,11308,1,341.0,507.0
283,11323,0,381.0,219.0
284,11364,0,602.0,499.0
285,11381,4,188.0,386.0
286,11388,0,626.0,209.0
287,11432,0,508.0,764.0
288,11451,4,243.0,489.0
289,11492,0,629.0,489.0
290,11513,3,765.0,163.0
291,11524,2,545.0,583.0
292,11540,0,413.0,210.0
293,11641,4,427.0,297.0
294,11694,4,220.0,737.0
295,11715,4,433.0,323.0
296,11733,0,707.0,135.0
297,11757,5,623.0,334.0
298,11797,0,522.0,383.0
299,11820,3,233.0,218.0
300,11875,4,536.0,774.0
301,11889,3,588.0,182.0
302,11907,3,122.0,508.0
303,11978,4,415.0,757.0
304,11999,4,280.0,664.0
305,12060,2,481.0,601.0
306,12134,3,167.0,430.0
307,12135,4,291.0,299.0
308,12239,3,224.0,224.0
309,12282,4,298.0,514.0
310,12299,7,303.0,551.0
311,12330,4,64.0,573.0
312,12350,0,185.0,114.0
313,12369,0,446.0,690.0
314,12450,0,655.0,57.0
315,12539,2,605.0,527.0
316,12566,4,321.0,796.0
317,12589,3,45.0,593.0
318,12604,3,639.0,246.0
