mode,section,cluster,count,section_fraction
independent,CRC_003,0,7049,0.04239260519969449
independent,CRC_003,1,7516,0.04520113784663127
independent,CRC_003,2,10064,0.0605247806397681
independent,CRC_003,3,7326,0.04405848002453707
independent,CRC_003,4,8630,0.051900721077225626
independent,CRC_003,5,6246,0.037563372404212196
independent,CRC_003,6,9282,0.055821841603569906
independent,CRC_003,7,7968,0.04791946066550797
independent,CRC_003,8,8218,0.04942295779984243
independent,CRC_003,9,6569,0.03950589070177232
independent,CRC_003,10,4740,0.0285063056669814
independent,CRC_003,11,9826,0.059093451367881696
independent,CRC_003,12,8220,0.04943498577691711
independent,CRC_003,13,8551,0.05142561598277594
independent,CRC_003,14,9931,0.05972492016430217
independent,CRC_003,15,8387,0.05043932186265253
independent,CRC_003,16,10170,0.061162263424725916
independent,CRC_003,17,9174,0.055172330841537415
independent,CRC_003,18,10460,0.06290632010055389
independent,CRC_003,19,7952,0.047823236848910565
independent,CRC_006,0,20515,0.04598796220535985
independent,CRC_006,1,20143,0.045154059112969214
independent,CRC_006,2,17460,0.03913964514285074
independent,CRC_006,3,26224,0.058785684663580626
independent,CRC_006,4,20426,0.045788453132180364
independent,CRC_006,5,35961,0.08061287393940753
independent,CRC_006,6,22441,0.05030542821596297
independent,CRC_006,7,17134,0.03840885909951916
independent,CRC_006,8,28731,0.06440556383729923
independent,CRC_006,9,27637,0.061953171409677314
independent,CRC_006,10,19924,0.04466313229244892
independent,CRC_006,11,17696,0.03966868043802329
independent,CRC_006,12,23324,0.052284827222900954
independent,CRC_006,13,16750,0.03754805590737399
independent,CRC_006,14,14540,0.03259395420258017
independent,CRC_006,15,29292,0.06566314350082382
independent,CRC_006,16,16487,0.03695849538775373
independent,CRC_006,17,27658,0.06200024658424775
independent,CRC_006,18,27897,0.06253600690435894
independent,CRC_006,19,15855,0.035541756800681466
