artifact,source,source_sha256,copied_sha256,kmeans_preprocessing_dependent
batch_correction_metrics.csv,/home/hujinlan/spa_mo_model/results/spatch/fullspot_200ep_gpu_seed42/clustering_analysis/batch_correction_metrics.csv,b39db94f228d975f33d3b4a10c864ead4287b69092c9081a484963bd4b1f8c7f,b39db94f228d975f33d3b4a10c864ead4287b69092c9081a484963bd4b1f8c7f,False
