mode,k,section_ARI_diagnostic,section_NMI_diagnostic
joint,8,0.2753905226218577,0.3699704661055749
joint,10,0.2283504186472726,0.35345690218605974
joint,12,0.19902399581863817,0.33735491438416126
joint,14,0.1883158586525645,0.32803004001700437
joint,16,0.18344841751916602,0.33416340697258556
