mode,scope,label,n_obs_labeled,n_label_classes,k,ari,nmi,homogeneity,completeness,v_measure,label_asw,label_asw_scaled
independent,dataset1,ATAC_Clusters,2129,10,4,0.4784153196042136,0.5341857902338638,0.4477481267570757,0.6619810695377387,0.5341857902338637,0.04237101972103119,0.5211855098605156
independent,dataset2,Y,1949,12,4,0.465444825221508,0.5020065798632327,0.4102510884644904,0.6466298049411111,0.5020065798632327,0.09271403402090073,0.5463570170104504
independent,dataset2,Combined_Clusters_annotation,1949,12,4,0.465444825221508,0.5020065798632327,0.4102510884644903,0.6466298049411112,0.5020065798632327,0.09271403402090073,0.5463570170104504
independent,dataset2,Combined_Clusters,1949,12,4,0.465444825221508,0.5020065798632327,0.4102510884644904,0.6466298049411111,0.5020065798632327,0.09271403402090073,0.5463570170104504
independent,dataset2,RNA_Clusters,1949,11,4,0.5872565462054049,0.49702890399433475,0.45331709838445916,0.5500702860690685,0.4970289039943347,0.09710429608821869,0.5485521480441093
independent,dataset2,ATAC_Clusters,1949,9,4,0.5675068626835056,0.5319985863623323,0.473446597397649,0.6070768706417176,0.5319985863623323,0.1238599345088005,0.5619299672544003
independent,dataset3,Y,1777,12,4,0.25362751595058064,0.3060457685284465,0.2766892059223227,0.34237114654439477,0.3060457685284465,-0.012990688905119896,0.49350465554744005
independent,dataset3,Combined_Clusters_annotation,1777,12,4,0.25362751595058064,0.3060457685284465,0.2766892059223227,0.34237114654439477,0.3060457685284465,-0.012990688905119896,0.49350465554744005
independent,dataset3,Combined_Clusters,1777,12,4,0.25362751595058064,0.3060457685284465,0.2766892059223227,0.34237114654439477,0.3060457685284465,-0.012990688905119896,0.49350465554744005
independent,dataset3,RNA_Clusters,1777,11,4,0.16575870660629025,0.245792521570869,0.22228964997588155,0.27485295567287643,0.245792521570869,-0.0004067536210641265,0.49979662318946794
independent,dataset3,ATAC_Clusters,1777,11,4,0.21372203505870577,0.3025638572192556,0.25715014592471264,0.36745844035473996,0.3025638572192556,0.015568196773529053,0.5077840983867645
independent,dataset4,Y,1263,8,4,0.586020246149359,0.5562785228946182,0.5235183603259644,0.5934124412412872,0.5562785228946183,0.052194010466337204,0.5260970052331686
independent,dataset4,Combined_Clusters_annotation,1263,8,4,0.586020246149359,0.5562785228946182,0.5235183603259644,0.5934124412412872,0.5562785228946183,0.052194010466337204,0.5260970052331686
independent,dataset4,Combined_Clusters,1263,8,4,0.586020246149359,0.5562785228946184,0.5235183603259647,0.5934124412412874,0.5562785228946185,0.052194010466337204,0.5260970052331686
independent,dataset4,RNA_Clusters,1263,12,4,0.5156565344860189,0.5478637046965259,0.4708234122865532,0.6550485429492677,0.547863704696526,0.027149584144353867,0.5135747920721769
independent,dataset4,ATAC_Clusters,1263,8,4,0.49403544495209717,0.45968915325128645,0.42405909430354166,0.5018558043951162,0.45968915325128645,-0.02382189780473709,0.48808905109763145
independent,dataset1,Y,2129,14,5,0.4861923122205845,0.5373593837943044,0.459115543012975,0.6477510506511479,0.5373593837943044,0.02981637418270111,0.5149081870913506
independent,dataset1,Combined_Clusters_annotation,2129,14,5,0.4861923122205845,0.5373593837943041,0.45911554301297486,0.6477510506511478,0.5373593837943041,0.02981637418270111,0.5149081870913506
independent,dataset1,Combined_Clusters,2129,14,5,0.4861923122205845,0.5373593837943043,0.4591155430129749,0.6477510506511477,0.5373593837943041,0.02981637418270111,0.5149081870913506
independent,dataset1,RNA_Clusters,2129,13,5,0.44634953645155284,0.4675113504494995,0.4106998448128386,0.5425633393991612,0.46751135044949943,0.0099099762737751,0.5049549881368876
independent,dataset1,ATAC_Clusters,2129,10,5,0.4184328658331667,0.5314437966112945,0.4828922298887197,0.5908497678652495,0.5314437966112945,0.04237101972103119,0.5211855098605156
independent,dataset2,Y,1949,12,5,0.4936341699562633,0.5261761936437201,0.4478133021346644,0.6377816670476593,0.5261761936437201,0.09271403402090073,0.5463570170104504
independent,dataset2,Combined_Clusters_annotation,1949,12,5,0.4936341699562633,0.52617619364372,0.4478133021346643,0.6377816670476593,0.52617619364372,0.09271403402090073,0.5463570170104504
independent,dataset2,Combined_Clusters,1949,12,5,0.4936341699562633,0.5261761936437203,0.4478133021346645,0.6377816670476594,0.5261761936437203,0.09271403402090073,0.5463570170104504
independent,dataset2,RNA_Clusters,1949,11,5,0.6107765695710503,0.5366358277985234,0.5130351272235348,0.5625125965751067,0.5366358277985234,0.09710429608821869,0.5485521480441093
independent,dataset2,ATAC_Clusters,1949,9,5,0.5700585244735159,0.5510108970361394,0.5132926305720237,0.5947121084713394,0.5510108970361393,0.1238599345088005,0.5619299672544003
independent,dataset3,Y,1777,12,5,0.31567893085831694,0.3386845931997366,0.3304053794130692,0.347389387943431,0.33868459319973665,-0.012990688905119896,0.49350465554744005
independent,dataset3,Combined_Clusters_annotation,1777,12,5,0.31567893085831694,0.33868459319973654,0.33040537941306913,0.3473893879434309,0.33868459319973654,-0.012990688905119896,0.49350465554744005
independent,dataset3,Combined_Clusters,1777,12,5,0.31567893085831694,0.3386845931997366,0.3304053794130692,0.347389387943431,0.33868459319973665,-0.012990688905119896,0.49350465554744005
