mode,section,cluster,count,section_fraction
joint,CRC_003,0,6929,0.04167092657521395
joint,CRC_003,1,15154,0.09113598229481774
joint,CRC_003,2,4249,0.025553437295148515
joint,CRC_003,3,35492,0.2134484811671949
joint,CRC_003,4,3597,0.021632316768804238
joint,CRC_003,5,24615,0.1480343278465711
joint,CRC_003,6,4492,0.027014836509721613
joint,CRC_003,7,2193,0.0131886768623819
joint,CRC_003,8,16270,0.09784759350248678
joint,CRC_003,9,14115,0.08488744820452372
joint,CRC_003,10,2903,0.017458608723891773
joint,CRC_003,11,10626,0.06390464219775197
joint,CRC_003,12,14595,0.0877741627024459
joint,CRC_003,13,1176,0.007072450519909309
joint,CRC_003,14,9873,0.05937610882913657
joint,CRC_006,0,26292,0.05893811856218967
joint,CRC_006,1,31626,0.07089521290308118
joint,CRC_006,2,32526,0.07291272038467142
joint,CRC_006,3,19735,0.04423945572131497
joint,CRC_006,4,20856,0.046752373373384594
joint,CRC_006,5,44196,0.09907306739595827
joint,CRC_006,6,28476,0.06383393671751533
joint,CRC_006,7,35443,0.07945168630000336
joint,CRC_006,8,29179,0.06540983422813526
joint,CRC_006,9,27744,0.06219303063248859
joint,CRC_006,10,38623,0.08658021273495556
joint,CRC_006,11,27671,0.06202938835898183
joint,CRC_006,12,24101,0.0540266086820072
joint,CRC_006,13,33104,0.07420840852284827
joint,CRC_006,14,26523,0.059455945482464495
