mode,section,cluster,count,section_fraction
independent,CRC_003,0,2015,0.2015
independent,CRC_003,1,1034,0.1034
independent,CRC_003,2,1228,0.1228
independent,CRC_003,3,1121,0.1121
independent,CRC_003,4,1150,0.115
independent,CRC_003,5,1612,0.1612
independent,CRC_003,6,395,0.0395
independent,CRC_003,7,1445,0.1445
independent,CRC_006,0,937,0.0937
independent,CRC_006,1,1636,0.1636
independent,CRC_006,2,1187,0.1187
independent,CRC_006,3,1177,0.1177
independent,CRC_006,4,1251,0.1251
independent,CRC_006,5,1323,0.1323
independent,CRC_006,6,1159,0.1159
independent,CRC_006,7,1330,0.133
