mode,section,cluster,count,section_fraction
independent,CRC_003,0,13823,0.08313136355162107
independent,CRC_003,1,29350,0.17651056357086584
independent,CRC_003,2,32735,0.19686791476975446
independent,CRC_003,3,17649,0.10614088369547568
independent,CRC_003,4,10781,0.06483681042103934
independent,CRC_003,5,32328,0.19442022143505794
independent,CRC_003,6,24323,0.14627824319366847
independent,CRC_003,7,5290,0.03181399936251721
independent,CRC_006,0,65632,0.14712561225747878
independent,CRC_006,1,43405,0.09729990248713839
independent,CRC_006,2,82258,0.18439570046738923
independent,CRC_006,3,51636,0.11575112924377094
independent,CRC_006,4,32484,0.07281857003553055
independent,CRC_006,5,69652,0.15613714567524856
independent,CRC_006,6,75646,0.16957374550263957
independent,CRC_006,7,25382,0.056898194330803974
