section,cluster,count,fraction
s1,0,260,0.10906040268456375
s1,1,320,0.1342281879194631
s1,2,295,0.12374161073825503
s1,3,594,0.24916107382550334
s1,4,632,0.2651006711409396
s1,5,283,0.11870805369127517
s2,0,262,0.09290780141843971
s2,1,439,0.15567375886524823
s2,2,396,0.14042553191489363
s2,3,774,0.274468085106383
s2,4,625,0.22163120567375885
s2,5,324,0.1148936170212766
s3,0,242,0.09090909090909091
s3,1,379,0.142374154770849
s3,2,407,0.15289256198347106
s3,3,545,0.20473328324567994
s3,4,667,0.2505634861006762
s3,5,422,0.1585274229902329
