mode,section,cluster,count,section_fraction
independent,CRC_003,0,25850,0.15546160369018336
independent,CRC_003,1,15513,0.09329500417972203
independent,CRC_003,2,20440,0.12292592570318561
independent,CRC_003,3,10132,0.060933731860307074
independent,CRC_003,4,32664,0.19644092158360346
independent,CRC_003,5,16931,0.1018228399256671
independent,CRC_003,6,27076,0.16283475363695957
independent,CRC_003,7,17673,0.10628521942037178
independent,CRC_006,0,63668,0.14272296259765296
independent,CRC_006,1,68405,0.1533417769757563
independent,CRC_006,2,77534,0.17380602786402
independent,CRC_006,3,51085,0.11451596633004181
independent,CRC_006,4,49929,0.11192459005368811
independent,CRC_006,5,63427,0.1421827189275827
independent,CRC_006,6,35842,0.0803461146168417
independent,CRC_006,7,36205,0.08115984263441643
