mode,scope,k,label,n_labeled,n_label_classes,ari,nmi,homogeneity,completeness,v_measure,label_asw,label_asw_scaled,label_asw_n_obs,metric_space
joint,combined,10,spatial_cluster,344594,8,0.2936538397023854,0.4533543507581831,0.4659560325059593,0.441416339778393,0.4533543507581831,0.060927629470825195,0.5304638147354126,10000,raw_embedding
joint,combined,10,codex_coarse_label,665399,10,0.09119210101946909,0.13583520831266482,0.1572307257714443,0.11956512101521877,0.1358352083126648,-0.007479234132915735,0.49626038293354213,10000,raw_embedding
joint,combined,11,cell_type_common,956139,16,0.16309482071407183,0.32756489535873456,0.40635660685730424,0.2743659090783525,0.3275648953587346,0.023637020960450172,0.5118185104802251,10000,raw_embedding
joint,combined,11,spatial_cluster,344594,8,0.31111545751582736,0.4582052146673584,0.48698316598441715,0.4326387132026657,0.4582052146673583,0.060927629470825195,0.5304638147354126,10000,raw_embedding
joint,combined,11,codex_coarse_label,665399,10,0.06865555372044899,0.1293094355164997,0.1576135818386937,0.10962334522320576,0.12930943551649973,-0.007479234132915735,0.49626038293354213,10000,raw_embedding
joint,combined,12,cell_type_common,956139,16,0.11463566134311655,0.3074838946917774,0.3892724625926107,0.2540966141241883,0.3074838946917774,0.023637020960450172,0.5118185104802251,10000,raw_embedding
joint,combined,12,spatial_cluster,344594,8,0.2881783847879537,0.44865778162116493,0.488589953059265,0.4147597126050904,0.448657781621165,0.060927629470825195,0.5304638147354126,10000,raw_embedding
joint,combined,12,codex_coarse_label,665399,10,0.04584745042686512,0.13393968924017402,0.16492729346735352,0.11275462302352895,0.13393968924017402,-0.007479234132915735,0.49626038293354213,10000,raw_embedding
joint,combined,13,cell_type_common,956139,16,0.14027090087960756,0.318883463753228,0.41133061538155197,0.2603658596510568,0.31888346375322807,0.023637020960450172,0.5118185104802251,10000,raw_embedding
joint,combined,13,spatial_cluster,344594,8,0.2671052364104511,0.4367635213387752,0.4801207020163548,0.4005884783539447,0.43676352133877516,0.060927629470825195,0.5304638147354126,10000,raw_embedding
joint,combined,13,codex_coarse_label,665399,10,0.05525713036156508,0.12923927162354398,0.1610083438574498,0.10794107270111404,0.12923927162354398,-0.007479234132915735,0.49626038293354213,10000,raw_embedding
joint,combined,14,cell_type_common,956139,16,0.11373479762606979,0.3003511442079238,0.39423976972337776,0.2425803683695742,0.3003511442079238,0.023637020960450172,0.5118185104802251,10000,raw_embedding
