section,spot_index,obs_name,cluster,stage
Mouse_Thymus4,36,48_111,8,Mouse_Thymus4
Mouse_Thymus4,37,30_90,5,Mouse_Thymus4
Mouse_Thymus4,38,46_81,0,Mouse_Thymus4
Mouse_Thymus4,39,43_26,0,Mouse_Thymus4
Mouse_Thymus4,40,48_25,9,Mouse_Thymus4
Mouse_Thymus4,41,12_32,9,Mouse_Thymus4
Mouse_Thymus4,42,37_14,1,Mouse_Thymus4
Mouse_Thymus4,43,25_32,0,Mouse_Thymus4
Mouse_Thymus4,44,36_87,5,Mouse_Thymus4
Mouse_Thymus4,45,37_55,5,Mouse_Thymus4
Mouse_Thymus4,46,57_97,5,Mouse_Thymus4
Mouse_Thymus4,47,28_43,6,Mouse_Thymus4
Mouse_Thymus4,48,65_7,8,Mouse_Thymus4
Mouse_Thymus4,49,24_23,8,Mouse_Thymus4
Mouse_Thymus4,50,63_26,5,Mouse_Thymus4
Mouse_Thymus4,51,24_35,0,Mouse_Thymus4
Mouse_Thymus4,52,26_80,1,Mouse_Thymus4
Mouse_Thymus4,53,37_18,1,Mouse_Thymus4
Mouse_Thymus4,54,46_33,9,Mouse_Thymus4
Mouse_Thymus4,55,22_30,1,Mouse_Thymus4
Mouse_Thymus4,56,35_79,1,Mouse_Thymus4
Mouse_Thymus4,57,30_39,1,Mouse_Thymus4
Mouse_Thymus4,58,49_104,6,Mouse_Thymus4
Mouse_Thymus4,59,54_87,5,Mouse_Thymus4
Mouse_Thymus4,60,47_75,6,Mouse_Thymus4
Mouse_Thymus4,61,42_26,0,Mouse_Thymus4
Mouse_Thymus4,62,13_42,1,Mouse_Thymus4
Mouse_Thymus4,63,42_39,1,Mouse_Thymus4
Mouse_Thymus4,64,20_37,0,Mouse_Thymus4
Mouse_Thymus4,65,43_86,6,Mouse_Thymus4
Mouse_Thymus4,66,26_59,0,Mouse_Thymus4
Mouse_Thymus4,67,24_80,5,Mouse_Thymus4
Mouse_Thymus4,68,59_84,5,Mouse_Thymus4
Mouse_Thymus4,69,42_54,0,Mouse_Thymus4
Mouse_Thymus4,70,13_39,1,Mouse_Thymus4
Mouse_Thymus4,71,29_58,0,Mouse_Thymus4
Mouse_Thymus4,72,39_87,5,Mouse_Thymus4
Mouse_Thymus4,73,58_106,5,Mouse_Thymus4
Mouse_Thymus4,74,24_25,5,Mouse_Thymus4
Mouse_Thymus4,75,25_72,1,Mouse_Thymus4
Mouse_Thymus4,76,32_64,5,Mouse_Thymus4
Mouse_Thymus4,77,37_72,6,Mouse_Thymus4
Mouse_Thymus4,78,39_85,1,Mouse_Thymus4
Mouse_Thymus4,79,41_83,5,Mouse_Thymus4
Mouse_Thymus4,80,55_89,5,Mouse_Thymus4
Mouse_Thymus4,81,62_11,1,Mouse_Thymus4
Mouse_Thymus4,82,26_34,0,Mouse_Thymus4
Mouse_Thymus4,83,52_116,1,Mouse_Thymus4
Mouse_Thymus4,84,59_29,1,Mouse_Thymus4
Mouse_Thymus4,85,49_48,8,Mouse_Thymus4
Mouse_Thymus4,86,3_59,5,Mouse_Thymus4
Mouse_Thymus4,87,36_60,6,Mouse_Thymus4
Mouse_Thymus4,88,31_88,6,Mouse_Thymus4
Mouse_Thymus4,89,22_55,9,Mouse_Thymus4
Mouse_Thymus4,90,13_53,9,Mouse_Thymus4
Mouse_Thymus4,91,48_4,6,Mouse_Thymus4
Mouse_Thymus4,92,36_24,0,Mouse_Thymus4
Mouse_Thymus4,93,39_88,1,Mouse_Thymus4
Mouse_Thymus4,94,56_16,1,Mouse_Thymus4
Mouse_Thymus4,95,7_56,1,Mouse_Thymus4
Mouse_Thymus4,96,9_56,1,Mouse_Thymus4
Mouse_Thymus4,97,24_56,0,Mouse_Thymus4
Mouse_Thymus4,98,39_38,5,Mouse_Thymus4
Mouse_Thymus4,99,10_63,5,Mouse_Thymus4
Mouse_Thymus4,100,50_108,0,Mouse_Thymus4
Mouse_Thymus4,101,48_40,4,Mouse_Thymus4
Mouse_Thymus4,102,56_108,6,Mouse_Thymus4
Mouse_Thymus4,103,64_23,8,Mouse_Thymus4
Mouse_Thymus4,104,32_39,1,Mouse_Thymus4
Mouse_Thymus4,105,10_46,1,Mouse_Thymus4
Mouse_Thymus4,106,33_25,6,Mouse_Thymus4
Mouse_Thymus4,107,46_111,1,Mouse_Thymus4
Mouse_Thymus4,108,42_56,0,Mouse_Thymus4
Mouse_Thymus4,109,27_87,5,Mouse_Thymus4
Mouse_Thymus4,110,57_92,1,Mouse_Thymus4
Mouse_Thymus4,111,39_59,6,Mouse_Thymus4
Mouse_Thymus4,112,21_44,0,Mouse_Thymus4
Mouse_Thymus4,113,29_20,9,Mouse_Thymus4
Mouse_Thymus4,114,57_29,5,Mouse_Thymus4
Mouse_Thymus4,115,33_71,6,Mouse_Thymus4
Mouse_Thymus4,116,23_80,1,Mouse_Thymus4
Mouse_Thymus4,117,36_76,5,Mouse_Thymus4
Mouse_Thymus4,118,63_2,5,Mouse_Thymus4
Mouse_Thymus4,119,40_26,0,Mouse_Thymus4
Mouse_Thymus4,120,6_61,5,Mouse_Thymus4
Mouse_Thymus4,121,12_36,5,Mouse_Thymus4
Mouse_Thymus4,122,36_59,6,Mouse_Thymus4
Mouse_Thymus4,123,4_58,8,Mouse_Thymus4
Mouse_Thymus4,124,15_69,1,Mouse_Thymus4
Mouse_Thymus4,125,22_31,1,Mouse_Thymus4
Mouse_Thymus4,126,53_80,9,Mouse_Thymus4
Mouse_Thymus4,127,47_10,6,Mouse_Thymus4
Mouse_Thymus4,128,39_40,6,Mouse_Thymus4
Mouse_Thymus4,129,1_56,5,Mouse_Thymus4
Mouse_Thymus4,130,46_15,0,Mouse_Thymus4
Mouse_Thymus4,131,21_61,8,Mouse_Thymus4
Mouse_Thymus4,132,34_33,0,Mouse_Thymus4
Mouse_Thymus4,133,42_63,1,Mouse_Thymus4
Mouse_Thymus4,134,31_47,0,Mouse_Thymus4
Mouse_Thymus4,135,54_80,1,Mouse_Thymus4
Mouse_Thymus4,136,44_71,8,Mouse_Thymus4
Mouse_Thymus4,137,53_105,0,Mouse_Thymus4
Mouse_Thymus4,138,26_58,0,Mouse_Thymus4
Mouse_Thymus4,139,18_43,0,Mouse_Thymus4
Mouse_Thymus4,140,37_40,5,Mouse_Thymus4
Mouse_Thymus4,141,51_107,0,Mouse_Thymus4
Mouse_Thymus4,142,21_42,0,Mouse_Thymus4
Mouse_Thymus4,143,32_38,1,Mouse_Thymus4
Mouse_Thymus4,144,43_32,5,Mouse_Thymus4
Mouse_Thymus4,145,45_52,0,Mouse_Thymus4
Mouse_Thymus4,146,43_28,8,Mouse_Thymus4
Mouse_Thymus4,147,10_57,1,Mouse_Thymus4
Mouse_Thymus4,148,49_74,6,Mouse_Thymus4
Mouse_Thymus4,149,29_48,6,Mouse_Thymus4
Mouse_Thymus4,150,39_29,9,Mouse_Thymus4
Mouse_Thymus4,151,20_83,5,Mouse_Thymus4
Mouse_Thymus4,152,30_63,1,Mouse_Thymus4
Mouse_Thymus4,153,34_71,6,Mouse_Thymus4
Mouse_Thymus4,154,40_66,0,Mouse_Thymus4
Mouse_Thymus4,155,27_36,6,Mouse_Thymus4
Mouse_Thymus4,156,54_16,1,Mouse_Thymus4
Mouse_Thymus4,157,39_25,0,Mouse_Thymus4
Mouse_Thymus4,158,36_66,0,Mouse_Thymus4
Mouse_Thymus4,159,29_45,6,Mouse_Thymus4
Mouse_Thymus4,160,17_45,0,Mouse_Thymus4
Mouse_Thymus4,161,47_32,9,Mouse_Thymus4
Mouse_Thymus4,162,30_85,8,Mouse_Thymus4
Mouse_Thymus4,163,57_102,1,Mouse_Thymus4
Mouse_Thymus4,164,61_32,1,Mouse_Thymus4
Mouse_Thymus4,165,47_98,6,Mouse_Thymus4
Mouse_Thymus4,166,42_33,9,Mouse_Thymus4
Mouse_Thymus4,167,59_14,5,Mouse_Thymus4
Mouse_Thymus4,168,26_64,0,Mouse_Thymus4
Mouse_Thymus4,169,22_58,8,Mouse_Thymus4
Mouse_Thymus4,170,42_30,1,Mouse_Thymus4
Mouse_Thymus4,171,30_57,0,Mouse_Thymus4
Mouse_Thymus4,172,31_45,0,Mouse_Thymus4
Mouse_Thymus4,173,28_87,1,Mouse_Thymus4
Mouse_Thymus4,174,35_78,1,Mouse_Thymus4
Mouse_Thymus4,175,49_3,5,Mouse_Thymus4
Mouse_Thymus4,176,29_59,0,Mouse_Thymus4
Mouse_Thymus4,177,51_83,0,Mouse_Thymus4
Mouse_Thymus4,178,21_43,0,Mouse_Thymus4
Mouse_Thymus4,179,33_56,6,Mouse_Thymus4
Mouse_Thymus4,180,27_86,1,Mouse_Thymus4
Mouse_Thymus4,181,59_90,5,Mouse_Thymus4
Mouse_Thymus4,182,35_31,1,Mouse_Thymus4
Mouse_Thymus4,183,33_80,0,Mouse_Thymus4
Mouse_Thymus4,184,35_88,1,Mouse_Thymus4
Mouse_Thymus4,185,46_35,1,Mouse_Thymus4
Mouse_Thymus4,186,50_86,0,Mouse_Thymus4
Mouse_Thymus4,187,48_93,0,Mouse_Thymus4
Mouse_Thymus4,188,38_30,0,Mouse_Thymus4
Mouse_Thymus4,189,35_71,6,Mouse_Thymus4
Mouse_Thymus4,190,59_98,4,Mouse_Thymus4
Mouse_Thymus4,191,41_66,5,Mouse_Thymus4
Mouse_Thymus4,192,33_76,5,Mouse_Thymus4
Mouse_Thymus4,193,64_29,5,Mouse_Thymus4
Mouse_Thymus4,194,44_18,0,Mouse_Thymus4
Mouse_Thymus4,195,58_88,5,Mouse_Thymus4
Mouse_Thymus4,196,53_20,1,Mouse_Thymus4
Mouse_Thymus4,197,21_57,9,Mouse_Thymus4
Mouse_Thymus4,198,53_5,8,Mouse_Thymus4
Mouse_Thymus4,199,33_37,1,Mouse_Thymus4
Mouse_Thymus4,200,40_36,9,Mouse_Thymus4
Mouse_Thymus4,201,62_5,6,Mouse_Thymus4
Mouse_Thymus4,202,31_77,6,Mouse_Thymus4
Mouse_Thymus4,203,42_15,0,Mouse_Thymus4
Mouse_Thymus4,204,25_68,0,Mouse_Thymus4
Mouse_Thymus4,205,18_34,1,Mouse_Thymus4
Mouse_Thymus4,206,46_77,8,Mouse_Thymus4
Mouse_Thymus4,207,37_54,8,Mouse_Thymus4
Mouse_Thymus4,208,60_22,9,Mouse_Thymus4
Mouse_Thymus4,209,36_90,6,Mouse_Thymus4
Mouse_Thymus4,210,36_80,5,Mouse_Thymus4
Mouse_Thymus4,211,29_49,0,Mouse_Thymus4
Mouse_Thymus4,212,50_112,9,Mouse_Thymus4
Mouse_Thymus4,213,57_4,5,Mouse_Thymus4
Mouse_Thymus4,214,41_48,6,Mouse_Thymus4
Mouse_Thymus4,215,17_72,1,Mouse_Thymus4
Mouse_Thymus4,216,48_18,4,Mouse_Thymus4
Mouse_Thymus4,217,14_66,5,Mouse_Thymus4
Mouse_Thymus4,218,35_21,6,Mouse_Thymus4
Mouse_Thymus4,219,16_32,1,Mouse_Thymus4
Mouse_Thymus4,220,28_39,0,Mouse_Thymus4
Mouse_Thymus4,221,53_14,1,Mouse_Thymus4
Mouse_Thymus4,222,37_61,5,Mouse_Thymus4
Mouse_Thymus4,223,32_42,6,Mouse_Thymus4
Mouse_Thymus4,224,33_30,1,Mouse_Thymus4
Mouse_Thymus4,225,22_74,0,Mouse_Thymus4
Mouse_Thymus4,226,50_85,0,Mouse_Thymus4
Mouse_Thymus4,227,50_43,9,Mouse_Thymus4
Mouse_Thymus4,228,12_30,8,Mouse_Thymus4
Mouse_Thymus4,229,49_91,0,Mouse_Thymus4
Mouse_Thymus4,230,40_16,6,Mouse_Thymus4
Mouse_Thymus4,231,13_48,1,Mouse_Thymus4
Mouse_Thymus4,232,50_20,1,Mouse_Thymus4
Mouse_Thymus4,233,34_74,4,Mouse_Thymus4
Mouse_Thymus4,234,30_69,0,Mouse_Thymus4
Mouse_Thymus4,235,14_63,8,Mouse_Thymus4
Mouse_Thymus4,236,47_26,5,Mouse_Thymus4
Mouse_Thymus4,237,40_19,0,Mouse_Thymus4
Mouse_Thymus4,238,27_30,0,Mouse_Thymus4
Mouse_Thymus4,239,58_17,1,Mouse_Thymus4
Mouse_Thymus4,240,11_41,1,Mouse_Thymus4
Mouse_Thymus4,241,22_49,0,Mouse_Thymus4
Mouse_Thymus4,242,35_67,1,Mouse_Thymus4
Mouse_Thymus4,243,46_85,0,Mouse_Thymus4
Mouse_Thymus4,244,42_44,1,Mouse_Thymus4
Mouse_Thymus4,245,47_18,0,Mouse_Thymus4
Mouse_Thymus4,246,37_46,5,Mouse_Thymus4
Mouse_Thymus4,247,32_17,8,Mouse_Thymus4
Mouse_Thymus4,248,5_54,1,Mouse_Thymus4
Mouse_Thymus4,249,7_39,5,Mouse_Thymus4
Mouse_Thymus4,250,53_12,8,Mouse_Thymus4
Mouse_Thymus4,251,8_44,1,Mouse_Thymus4
Mouse_Thymus4,252,14_29,4,Mouse_Thymus4
Mouse_Thymus4,253,23_28,5,Mouse_Thymus4
Mouse_Thymus4,254,19_34,1,Mouse_Thymus4
Mouse_Thymus4,255,53_79,5,Mouse_Thymus4
Mouse_Thymus4,256,67_3,0,Mouse_Thymus4
Mouse_Thymus4,257,19_60,1,Mouse_Thymus4
Mouse_Thymus4,258,17_29,8,Mouse_Thymus4
Mouse_Thymus4,259,13_67,8,Mouse_Thymus4
Mouse_Thymus4,260,27_57,0,Mouse_Thymus4
Mouse_Thymus4,261,42_77,0,Mouse_Thymus4
Mouse_Thymus4,262,46_99,6,Mouse_Thymus4
Mouse_Thymus4,263,36_86,6,Mouse_Thymus4
Mouse_Thymus4,264,43_40,5,Mouse_Thymus4
Mouse_Thymus4,265,20_39,0,Mouse_Thymus4
Mouse_Thymus4,266,44_17,0,Mouse_Thymus4
Mouse_Thymus4,267,62_98,1,Mouse_Thymus4
Mouse_Thymus4,268,38_55,6,Mouse_Thymus4
Mouse_Thymus4,269,54_113,6,Mouse_Thymus4
Mouse_Thymus4,270,30_49,6,Mouse_Thymus4
Mouse_Thymus4,271,55_82,5,Mouse_Thymus4
Mouse_Thymus4,272,21_63,0,Mouse_Thymus4
Mouse_Thymus4,273,37_91,8,Mouse_Thymus4
Mouse_Thymus4,274,19_52,1,Mouse_Thymus4
Mouse_Thymus4,275,44_51,0,Mouse_Thymus4
Mouse_Thymus4,276,15_41,0,Mouse_Thymus4
Mouse_Thymus4,277,12_60,1,Mouse_Thymus4
Mouse_Thymus4,278,61_7,6,Mouse_Thymus4
Mouse_Thymus4,279,45_32,9,Mouse_Thymus4
Mouse_Thymus4,280,22_77,1,Mouse_Thymus4
Mouse_Thymus4,281,63_9,6,Mouse_Thymus4
Mouse_Thymus4,282,42_24,0,Mouse_Thymus4
Mouse_Thymus4,283,39_98,1,Mouse_Thymus4
Mouse_Thymus4,284,19_68,1,Mouse_Thymus4
Mouse_Thymus4,285,54_30,1,Mouse_Thymus4
Mouse_Thymus4,286,25_77,1,Mouse_Thymus4
Mouse_Thymus4,287,41_101,1,Mouse_Thymus4
Mouse_Thymus4,288,11_33,5,Mouse_Thymus4
Mouse_Thymus4,289,54_14,1,Mouse_Thymus4
Mouse_Thymus4,290,55_20,9,Mouse_Thymus4
Mouse_Thymus4,291,30_46,0,Mouse_Thymus4
Mouse_Thymus4,292,50_98,0,Mouse_Thymus4
Mouse_Thymus4,293,13_37,1,Mouse_Thymus4
Mouse_Thymus4,294,44_67,6,Mouse_Thymus4
Mouse_Thymus4,295,24_41,0,Mouse_Thymus4
Mouse_Thymus4,296,21_33,1,Mouse_Thymus4
Mouse_Thymus4,297,35_87,6,Mouse_Thymus4
Mouse_Thymus4,298,48_43,5,Mouse_Thymus4
Mouse_Thymus4,299,55_87,5,Mouse_Thymus4
Mouse_Thymus4,300,41_39,9,Mouse_Thymus4
Mouse_Thymus4,301,11_32,8,Mouse_Thymus4
Mouse_Thymus4,302,31_85,0,Mouse_Thymus4
Mouse_Thymus4,303,58_93,1,Mouse_Thymus4
Mouse_Thymus4,304,60_108,5,Mouse_Thymus4
Mouse_Thymus4,305,42_9,6,Mouse_Thymus4
Mouse_Thymus4,306,30_42,8,Mouse_Thymus4
Mouse_Thymus4,307,30_22,1,Mouse_Thymus4
Mouse_Thymus4,308,39_77,6,Mouse_Thymus4
Mouse_Thymus4,309,27_22,5,Mouse_Thymus4
Mouse_Thymus4,310,56_37,5,Mouse_Thymus4
Mouse_Thymus4,311,54_35,1,Mouse_Thymus4
Mouse_Thymus4,312,5_55,1,Mouse_Thymus4
Mouse_Thymus4,313,49_109,8,Mouse_Thymus4
Mouse_Thymus4,314,48_91,0,Mouse_Thymus4
Mouse_Thymus4,315,45_78,0,Mouse_Thymus4
Mouse_Thymus4,316,8_52,5,Mouse_Thymus4
Mouse_Thymus4,317,44_16,0,Mouse_Thymus4
Mouse_Thymus4,318,42_16,0,Mouse_Thymus4
Mouse_Thymus4,319,51_77,8,Mouse_Thymus4
Mouse_Thymus4,320,30_41,6,Mouse_Thymus4
Mouse_Thymus4,321,39_86,5,Mouse_Thymus4
Mouse_Thymus4,322,28_92,5,Mouse_Thymus4
Mouse_Thymus4,323,31_92,8,Mouse_Thymus4
Mouse_Thymus4,324,39_22,0,Mouse_Thymus4
Mouse_Thymus4,325,55_38,5,Mouse_Thymus4
Mouse_Thymus4,326,44_77,0,Mouse_Thymus4
Mouse_Thymus4,327,54_99,0,Mouse_Thymus4
Mouse_Thymus4,328,41_17,0,Mouse_Thymus4
Mouse_Thymus4,329,49_20,9,Mouse_Thymus4
Mouse_Thymus4,330,19_70,1,Mouse_Thymus4
Mouse_Thymus4,331,18_48,6,Mouse_Thymus4
Mouse_Thymus4,332,51_99,0,Mouse_Thymus4
Mouse_Thymus4,333,32_93,5,Mouse_Thymus4
Mouse_Thymus4,334,47_23,9,Mouse_Thymus4
Mouse_Thymus4,335,55_42,6,Mouse_Thymus4
Mouse_Thymus4,336,20_71,5,Mouse_Thymus4
Mouse_Thymus4,337,45_92,6,Mouse_Thymus4
Mouse_Thymus4,338,6_36,9,Mouse_Thymus4
Mouse_Thymus4,339,36_96,8,Mouse_Thymus4
Mouse_Thymus4,340,6_42,1,Mouse_Thymus4
Mouse_Thymus4,341,59_5,0,Mouse_Thymus4
Mouse_Thymus4,342,37_20,6,Mouse_Thymus4
Mouse_Thymus4,343,10_54,1,Mouse_Thymus4
Mouse_Thymus4,344,26_47,0,Mouse_Thymus4
Mouse_Thymus4,345,54_27,5,Mouse_Thymus4
Mouse_Thymus4,346,50_102,0,Mouse_Thymus4
Mouse_Thymus4,347,43_36,9,Mouse_Thymus4
Mouse_Thymus4,348,20_30,5,Mouse_Thymus4
Mouse_Thymus4,349,12_40,1,Mouse_Thymus4
Mouse_Thymus4,350,19_30,5,Mouse_Thymus4
Mouse_Thymus4,351,56_101,5,Mouse_Thymus4
Mouse_Thymus4,352,30_84,6,Mouse_Thymus4
Mouse_Thymus4,353,6_40,1,Mouse_Thymus4
Mouse_Thymus4,354,31_89,6,Mouse_Thymus4
Mouse_Thymus4,355,25_34,0,Mouse_Thymus4
Mouse_Thymus4,356,51_48,1,Mouse_Thymus4
Mouse_Thymus4,357,29_54,6,Mouse_Thymus4
Mouse_Thymus4,358,20_49,0,Mouse_Thymus4
Mouse_Thymus4,359,35_93,6,Mouse_Thymus4
Mouse_Thymus4,360,50_11,0,Mouse_Thymus4
Mouse_Thymus4,361,20_62,1,Mouse_Thymus4
Mouse_Thymus4,362,8_61,1,Mouse_Thymus4
Mouse_Thymus4,363,54_102,6,Mouse_Thymus4
Mouse_Thymus4,364,25_70,0,Mouse_Thymus4
Mouse_Thymus4,365,7_62,5,Mouse_Thymus4
Mouse_Thymus4,366,53_103,0,Mouse_Thymus4
Mouse_Thymus4,367,4_49,1,Mouse_Thymus4
Mouse_Thymus4,368,49_101,6,Mouse_Thymus4
Mouse_Thymus4,369,31_32,1,Mouse_Thymus4
Mouse_Thymus4,370,55_2,9,Mouse_Thymus4
Mouse_Thymus4,371,23_53,6,Mouse_Thymus4
Mouse_Thymus4,372,54_9,0,Mouse_Thymus4
Mouse_Thymus4,373,17_28,9,Mouse_Thymus4
Mouse_Thymus4,374,37_17,1,Mouse_Thymus4
Mouse_Thymus4,375,23_41,6,Mouse_Thymus4
Mouse_Thymus4,376,10_43,1,Mouse_Thymus4
Mouse_Thymus4,377,7_57,1,Mouse_Thymus4
Mouse_Thymus4,378,17_74,5,Mouse_Thymus4
Mouse_Thymus4,379,39_63,0,Mouse_Thymus4
Mouse_Thymus4,380,47_7,1,Mouse_Thymus4
Mouse_Thymus4,381,34_44,6,Mouse_Thymus4
Mouse_Thymus4,382,52_11,0,Mouse_Thymus4
Mouse_Thymus4,383,55_35,1,Mouse_Thymus4
Mouse_Thymus4,384,18_68,1,Mouse_Thymus4
Mouse_Thymus4,385,45_97,6,Mouse_Thymus4
Mouse_Thymus4,386,39_74,6,Mouse_Thymus4
Mouse_Thymus4,387,53_114,5,Mouse_Thymus4
Mouse_Thymus4,388,13_61,1,Mouse_Thymus4
Mouse_Thymus4,389,25_64,0,Mouse_Thymus4
Mouse_Thymus4,390,39_75,5,Mouse_Thymus4
Mouse_Thymus4,391,69_7,5,Mouse_Thymus4
Mouse_Thymus4,392,68_4,5,Mouse_Thymus4
Mouse_Thymus4,393,21_82,5,Mouse_Thymus4
Mouse_Thymus4,394,50_22,1,Mouse_Thymus4
Mouse_Thymus4,395,49_31,9,Mouse_Thymus4
Mouse_Thymus4,396,58_11,5,Mouse_Thymus4
Mouse_Thymus4,397,46_93,0,Mouse_Thymus4
Mouse_Thymus4,398,39_47,1,Mouse_Thymus4
Mouse_Thymus4,399,12_61,1,Mouse_Thymus4
Mouse_Thymus4,400,12_41,1,Mouse_Thymus4
Mouse_Thymus4,401,49_45,1,Mouse_Thymus4
Mouse_Thymus4,402,41_35,9,Mouse_Thymus4
Mouse_Thymus4,403,25_76,5,Mouse_Thymus4
Mouse_Thymus4,404,32_32,1,Mouse_Thymus4
Mouse_Thymus4,405,36_91,6,Mouse_Thymus4
Mouse_Thymus4,406,34_82,0,Mouse_Thymus4
Mouse_Thymus4,407,33_26,0,Mouse_Thymus4
Mouse_Thymus4,408,22_66,6,Mouse_Thymus4
Mouse_Thymus4,409,17_41,0,Mouse_Thymus4
Mouse_Thymus4,410,30_30,0,Mouse_Thymus4
Mouse_Thymus4,411,29_68,0,Mouse_Thymus4
Mouse_Thymus4,412,14_35,1,Mouse_Thymus4
Mouse_Thymus4,413,40_35,9,Mouse_Thymus4
Mouse_Thymus4,414,59_20,9,Mouse_Thymus4
Mouse_Thymus4,415,27_47,0,Mouse_Thymus4
Mouse_Thymus4,416,47_15,0,Mouse_Thymus4
Mouse_Thymus4,417,56_36,1,Mouse_Thymus4
Mouse_Thymus4,418,20_72,6,Mouse_Thymus4
Mouse_Thymus4,419,52_113,0,Mouse_Thymus4
Mouse_Thymus4,420,63_27,5,Mouse_Thymus4
Mouse_Thymus4,421,40_99,1,Mouse_Thymus4
Mouse_Thymus4,422,20_64,9,Mouse_Thymus4
Mouse_Thymus4,423,2_51,8,Mouse_Thymus4
Mouse_Thymus4,424,40_62,1,Mouse_Thymus4
Mouse_Thymus4,425,40_65,0,Mouse_Thymus4
Mouse_Thymus4,426,55_86,5,Mouse_Thymus4
Mouse_Thymus4,427,39_79,5,Mouse_Thymus4
Mouse_Thymus4,428,27_63,0,Mouse_Thymus4
Mouse_Thymus4,429,34_34,8,Mouse_Thymus4
Mouse_Thymus4,430,21_71,6,Mouse_Thymus4
Mouse_Thymus4,431,55_12,9,Mouse_Thymus4
Mouse_Thymus4,432,50_14,0,Mouse_Thymus4
Mouse_Thymus4,433,16_53,0,Mouse_Thymus4
Mouse_Thymus4,434,24_45,0,Mouse_Thymus4
Mouse_Thymus4,435,47_43,9,Mouse_Thymus4
Mouse_Thymus4,436,60_2,5,Mouse_Thymus4
Mouse_Thymus4,437,55_95,8,Mouse_Thymus4
Mouse_Thymus4,438,24_55,9,Mouse_Thymus4
Mouse_Thymus4,439,49_89,6,Mouse_Thymus4
Mouse_Thymus4,440,45_9,1,Mouse_Thymus4
Mouse_Thymus4,441,39_42,5,Mouse_Thymus4
Mouse_Thymus4,442,37_26,0,Mouse_Thymus4
Mouse_Thymus4,443,3_49,9,Mouse_Thymus4
Mouse_Thymus4,444,20_55,9,Mouse_Thymus4
Mouse_Thymus4,445,12_63,1,Mouse_Thymus4
Mouse_Thymus4,446,60_4,0,Mouse_Thymus4
Mouse_Thymus4,447,33_60,1,Mouse_Thymus4
Mouse_Thymus4,448,16_44,0,Mouse_Thymus4
Mouse_Thymus4,449,51_27,9,Mouse_Thymus4
Mouse_Thymus4,450,18_55,5,Mouse_Thymus4
Mouse_Thymus4,451,44_9,8,Mouse_Thymus4
Mouse_Thymus4,452,26_41,0,Mouse_Thymus4
Mouse_Thymus4,453,39_18,0,Mouse_Thymus4
Mouse_Thymus4,454,11_46,1,Mouse_Thymus4
Mouse_Thymus4,455,55_36,5,Mouse_Thymus4
Mouse_Thymus4,456,43_53,0,Mouse_Thymus4
Mouse_Thymus4,457,53_102,0,Mouse_Thymus4
Mouse_Thymus4,458,34_27,0,Mouse_Thymus4
Mouse_Thymus4,459,61_0,1,Mouse_Thymus4
Mouse_Thymus4,460,5_48,1,Mouse_Thymus4
Mouse_Thymus4,461,39_60,1,Mouse_Thymus4
Mouse_Thymus4,462,57_95,8,Mouse_Thymus4
Mouse_Thymus4,463,54_11,1,Mouse_Thymus4
Mouse_Thymus4,464,34_70,6,Mouse_Thymus4
