section,cluster,count,fraction
Mouse_Thymus1,2,514,0.10943155205450288
Mouse_Thymus1,3,552,0.11752182243985523
Mouse_Thymus1,4,172,0.036619118586331705
Mouse_Thymus1,7,3458,0.736214605067064
Mouse_Thymus1,9,1,0.00021290185224611454
Mouse_Thymus2,0,1101,0.2588760874676699
Mouse_Thymus2,1,1015,0.23865506701152128
Mouse_Thymus2,4,83,0.01951563602163179
Mouse_Thymus2,5,873,0.20526687044439218
Mouse_Thymus2,6,434,0.10204561486009875
Mouse_Thymus2,8,411,0.09663766752880319
Mouse_Thymus2,9,336,0.0790030566658829
Mouse_Thymus3,0,1134,0.24408092983211366
Mouse_Thymus3,1,1125,0.24214377959535083
Mouse_Thymus3,4,89,0.0191562634524322
Mouse_Thymus3,5,951,0.20469220835126992
Mouse_Thymus3,6,515,0.11084804132587171
Mouse_Thymus3,8,480,0.10331467929401636
Mouse_Thymus3,9,352,0.07576409814894533
Mouse_Thymus4,0,1076,0.25449385052034057
Mouse_Thymus4,1,1001,0.2367549668874172
Mouse_Thymus4,4,85,0.02010406811731315
Mouse_Thymus4,5,877,0.2074266792809839
Mouse_Thymus4,6,514,0.12157048249763482
Mouse_Thymus4,8,352,0.08325449385052035
Mouse_Thymus4,9,323,0.07639545884578997
