section,cluster,count,fraction
CRC_003_bin20,0,4711,0.028331899999398603
CRC_003_bin20,1,30037,0.18064217369601693
CRC_003_bin20,2,8019,0.048226174080912204
CRC_003_bin20,3,16051,0.0965305300128098
CRC_003_bin20,4,8715,0.05241191010289934
CRC_003_bin20,5,17225,0.10359095255564443
CRC_003_bin20,6,2699,0.016231755062274852
CRC_003_bin20,7,4249,0.025553437295148515
CRC_003_bin20,8,18495,0.1112287179980635
CRC_003_bin20,9,56078,0.33725244919683184
CRC_006_bin20,0,23969,0.05373070758470729
CRC_006_bin20,1,44597,0.09997197906275569
CRC_006_bin20,2,31412,0.07041549445745861
CRC_006_bin20,3,49922,0.1119088983288313
CRC_006_bin20,4,55521,0.12446003653930217
CRC_006_bin20,5,55882,0.1252692812069178
CRC_006_bin20,6,52702,0.11814075477196562
CRC_006_bin20,7,63883,0.14320492271825508
CRC_006_bin20,8,40490,0.09076541992176554
CRC_006_bin20,9,27717,0.06213250540804089
