mode,section,cluster,count,section_fraction
independent,CRC_003,0,10001,0.06014589936191582
independent,CRC_003,1,12890,0.07752031224628486
independent,CRC_003,2,12803,0.07699709524353647
independent,CRC_003,3,4313,0.025938332561538137
independent,CRC_003,4,10583,0.06364604069064644
independent,CRC_003,5,15682,0.09431136824253213
independent,CRC_003,6,10659,0.06410310381948411
independent,CRC_003,7,11540,0.06940142772087876
independent,CRC_003,8,10688,0.06427750948706691
independent,CRC_003,9,11308,0.06800618238021638
independent,CRC_003,10,11377,0.0684211475892927
independent,CRC_003,11,7305,0.04393218626525298
independent,CRC_003,12,12325,0.07412240872268898
independent,CRC_003,13,12277,0.07383373727289676
independent,CRC_003,14,12528,0.07534324839576856
independent,CRC_006,0,31138,0.06980127551306337
independent,CRC_006,1,36051,0.08081462468756655
independent,CRC_006,2,25265,0.05663591835819724
independent,CRC_006,3,31672,0.07099832995214024
independent,CRC_006,4,32438,0.07271545298647149
independent,CRC_006,5,27332,0.06126946054091617
independent,CRC_006,6,16738,0.03752115580761945
independent,CRC_006,7,38374,0.08602203566504893
independent,CRC_006,8,24955,0.055940999114538384
independent,CRC_006,9,27982,0.06272654927762024
independent,CRC_006,10,21430,0.04803909481164326
independent,CRC_006,11,35575,0.07974758739730327
independent,CRC_006,12,37390,0.08381622748517692
independent,CRC_006,13,26986,0.0604938409979937
independent,CRC_006,14,32769,0.0734574474047008
