mode,section,cluster,count,section_fraction
joint,CRC_003,0,6632,0.03988477197962461
joint,CRC_003,1,13841,0.08323961534529316
joint,CRC_003,2,39301,0.23635576350591475
joint,CRC_003,3,9502,0.05714491908178423
joint,CRC_003,4,11751,0.07067037930225704
joint,CRC_003,5,2289,0.013766019761966333
joint,CRC_003,6,15118,0.09091947870747358
joint,CRC_003,7,11296,0.06793401451776833
joint,CRC_003,8,2371,0.014259166822028038
joint,CRC_003,9,12086,0.07268506546226523
joint,CRC_003,10,14234,0.08560311284046693
joint,CRC_003,11,2028,0.012196368753721156
joint,CRC_003,12,22312,0.13418411224508206
joint,CRC_003,13,2379,0.01430727873032674
joint,CRC_003,14,1139,0.006849932944027809
joint,CRC_006,0,26420,0.059225052959571395
joint,CRC_006,1,31019,0.06953451619049754
joint,CRC_006,2,15196,0.034064492989161504
joint,CRC_006,3,28350,0.0635514856700927
joint,CRC_006,4,29384,0.06586937759894193
joint,CRC_006,5,37736,0.0845918470280994
joint,CRC_006,6,20808,0.04664477297436645
joint,CRC_006,7,26072,0.05844495006668983
joint,CRC_006,8,42000,0.09415034914087807
joint,CRC_006,9,41479,0.09298243647653527
joint,CRC_006,10,21135,0.047377800692677566
joint,CRC_006,11,31080,0.06967125836424977
joint,CRC_006,12,35730,0.0800950470191327
joint,CRC_006,13,42175,0.09454264226229839
joint,CRC_006,14,17511,0.03925397056680752
