mode,section,cluster,count,section_fraction
independent,CRC_003,0,6202,0.03729875690856933
independent,CRC_003,1,8533,0.051317364189103855
independent,CRC_003,2,6838,0.04112365361831621
independent,CRC_003,3,12084,0.07267303748519055
independent,CRC_003,4,4205,0.02528882179950565
independent,CRC_003,5,9073,0.05456491799926629
independent,CRC_003,6,7333,0.04410057794429844
independent,CRC_003,7,8588,0.05164813355865744
independent,CRC_003,8,10598,0.06373625051870652
independent,CRC_003,9,7357,0.044244913669194544
independent,CRC_003,10,9683,0.05823345100704238
independent,CRC_003,11,6331,0.03807456142988591
independent,CRC_003,12,13540,0.08142940479555447
independent,CRC_003,13,10341,0.06219065546461069
independent,CRC_003,14,6960,0.04185736021987142
independent,CRC_003,15,10787,0.06487289435226336
independent,CRC_003,16,7572,0.045537921204722186
independent,CRC_003,17,3437,0.020670078602830183
independent,CRC_003,18,2040,0.01226853661616921
independent,CRC_003,19,14777,0.08886870861624138
independent,CRC_006,0,15737,0.03527723915309519
independent,CRC_006,1,24136,0.05410506730629126
independent,CRC_006,2,27703,0.06210112195832726
independent,CRC_006,3,20589,0.046153846153846156
independent,CRC_006,4,20512,0.045981237180421214
independent,CRC_006,5,20790,0.04660442282473464
independent,CRC_006,6,19622,0.04398614644862641
independent,CRC_006,7,27880,0.062497898429706676
independent,CRC_006,8,23958,0.0537060491599323
independent,CRC_006,9,19594,0.043923379549199164
independent,CRC_006,10,20203,0.04528855961174189
independent,CRC_006,11,25754,0.057732097423194614
independent,CRC_006,12,24928,0.055880473890090675
independent,CRC_006,13,25983,0.05824544099351035
independent,CRC_006,14,23226,0.05206514307490557
independent,CRC_006,15,26522,0.05945370380748495
independent,CRC_006,16,21465,0.04811755343592732
independent,CRC_006,17,18603,0.04170187964447035
independent,CRC_006,18,16624,0.037265604859951354
independent,CRC_006,19,22266,0.04991313509454264
