section,cluster,count,fraction
Mouse_Spleen1,0,207,0.08060747663551401
Mouse_Spleen1,1,188,0.07320872274143302
Mouse_Spleen1,2,216,0.08411214953271028
Mouse_Spleen1,3,166,0.0646417445482866
Mouse_Spleen1,4,269,0.10475077881619937
Mouse_Spleen1,5,306,0.1191588785046729
Mouse_Spleen1,6,264,0.102803738317757
Mouse_Spleen1,7,194,0.07554517133956386
Mouse_Spleen1,8,150,0.05841121495327103
Mouse_Spleen1,9,218,0.08489096573208722
Mouse_Spleen1,10,200,0.0778816199376947
Mouse_Spleen1,11,190,0.07398753894080996
Mouse_Spleen2,0,231,0.08345375722543352
Mouse_Spleen2,1,191,0.06900289017341041
Mouse_Spleen2,2,267,0.09645953757225434
Mouse_Spleen2,3,191,0.06900289017341041
Mouse_Spleen2,4,285,0.10296242774566473
Mouse_Spleen2,5,341,0.12319364161849711
Mouse_Spleen2,6,284,0.10260115606936417
Mouse_Spleen2,7,221,0.07984104046242775
Mouse_Spleen2,8,135,0.048771676300578035
Mouse_Spleen2,9,221,0.07984104046242775
Mouse_Spleen2,10,187,0.0675578034682081
Mouse_Spleen2,11,214,0.0773121387283237
