mode,section,cluster,count,section_fraction
independent,CRC_003,0,9283,0.05582785559210724
independent,CRC_003,1,14061,0.08456269282350748
independent,CRC_003,2,11688,0.07029149802440476
independent,CRC_003,3,15276,0.09186968889637297
independent,CRC_003,4,4788,0.028794977116773614
independent,CRC_003,5,10938,0.06578100662140138
independent,CRC_003,6,11695,0.07033359594416613
independent,CRC_003,7,9592,0.057686178050144636
independent,CRC_003,8,10627,0.06391065618628931
independent,CRC_003,9,9210,0.05538883442888158
independent,CRC_003,10,12114,0.07285345714131068
independent,CRC_003,11,8901,0.053530511970844186
independent,CRC_003,12,14875,0.08945807949290048
independent,CRC_003,13,12094,0.07273317737056394
independent,CRC_003,14,11137,0.0669777903403316
independent,CRC_006,0,38121,0.08545489189522411
independent,CRC_006,1,30293,0.06790706015534807
independent,CRC_006,2,25170,0.0564229592351405
independent,CRC_006,3,16861,0.037796881830103456
independent,CRC_006,4,29697,0.06657102186753942
independent,CRC_006,5,40172,0.09005256727827032
independent,CRC_006,6,32350,0.07251818558827156
independent,CRC_006,7,26445,0.05928109483406001
independent,CRC_006,8,29631,0.06642307131888947
independent,CRC_006,9,28731,0.06440556383729923
independent,CRC_006,10,38073,0.08534729149620597
independent,CRC_006,11,23713,0.053156838789943844
independent,CRC_006,12,30733,0.06889339714634775
independent,CRC_006,13,23876,0.05352223181160964
independent,CRC_006,14,32229,0.07224694291574664
