section,neighbor_same_cluster_fraction,mode,k
CRC_003,0.19731996624147768,independent,20
CRC_006,0.31177140893008587,independent,20
CRC_003,0.2527088006703593,joint,20
CRC_006,0.31738082695389996,joint,20
CRC_003,0.16709466218424054,independent,25
CRC_006,0.273334902505819,independent,25
CRC_003,0.21451696646399526,joint,25
CRC_006,0.27818700799904356,joint,25
